"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state","Agency_Type","vio_crime","prop_crime","Agency","State.y","city_state.x","Source.Link","Source.Type","Source.Method","Population","pop23","Agency_Type.x","Latitude","Longitude","Comment","X","X.1","X.2","ori","pub_agency_name","state_abbr","city_state.y","region_name","division_name","population","Agency_Type.y","State"
"Jefferson,CO,County","Jefferson",0,6,2,25,37,160,15,2017,1,"CO","Jefferson,CO","County",33,212,"Jefferson","CO","Jefferson, CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",194994,194994,"County",NA,NA,"","","",NA,"CO0300000","Jefferson","CO","Jefferson ,CO","West","Mountain",194994,"County","West"
"Jefferson,LA,County","Jefferson",6,2,47,79,135,696,74,2017,1,"LA","Jefferson,LA","County",134,905,"Jefferson","LA","Jefferson, LA","https://jpso.com/Archive.aspx?AMID=38","Agency Aggregated","Open Source",321980,321980,"County",NA,NA,"","","",NA,"LA0260000","Jefferson","LA","Jefferson ,LA","South","West South Central",321980,"County","South"
"Jefferson,MO,County","Jefferson",2,1,1,28,31,145,28,2017,1,"MO","Jefferson,MO","County",32,204,"Jefferson","MO","Jefferson, MO","https://showmecrime.mo.gov/","State UCR","Open Source",167018,167018,"County",NA,NA,"","","",NA,"MO0500000","Jefferson","MO","Jefferson ,MO","Midwest","West North Central",167018,"County","Midwest"
"Johnston,NC,County","Johnston",0,2,3,7,66,66,14,2017,1,"NC","Johnston,NC","County",12,146,"Johnston","NC","Johnston, NC","From NC","State UCR","Provided by State UCR Program",NA,177923,"County",NA,NA,"","","",NA,"NC0510000","Johnston","NC","Johnston ,NC","South","South Atlantic",177923,"County","South"
"Joplin,MO,City","Joplin",1,4,6,18,29,212,23,2017,1,"MO","Joplin,MO","City",29,264,"Joplin","MO","Joplin, MO","https://showmecrime.mo.gov/","State UCR","Open Source",51989,52881,"City",NA,NA,"","","",NA,"MO0490700","Joplin","MO","Joplin ,MO","Midwest","West North Central",52881,"City","Midwest"
"Kannapolis,NC,City","Kannapolis",0,0,3,2,17,41,3,2017,2,"NC","Kannapolis,NC","City",5,61,"Kannapolis","NC","Kannapolis, NC","From NC","State UCR","Provided by State UCR Program",NA,56479,"City",NA,NA,"","","",NA,"NC0130200","Kannapolis","NC","Kannapolis ,NC","South","South Atlantic",56479,"City","South"
"Kansas City,MO,City","Kansas City",13,40,173,452,434,1026,365,2017,1,"MO","Kansas City,MO","City",678,1825,"Kansas City","MO","Kansas City, MO","https://showmecrime.mo.gov/","State UCR","Open Source",508856,509855,"City",NA,NA,"","","",NA,"MOKPD0000","Kansas City","MO","Kansas City ,MO","Midwest","West North Central",509855,"City","Midwest"
"Kaufman,TX,County","Kaufman",0,2,1,11,16,31,6,2017,1,"TX","Kaufman,TX","County",14,53,"Kaufman","TX","Kaufman, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111179,111179,"County",NA,NA,"","","",NA,"TX1290000","Kaufman","TX","Kaufman ,TX","South","West South Central",111179,"County","South"
"Killeen,TX,City","Killeen",2,7,24,53,99,205,59,2017,1,"TX","Killeen,TX","City",86,363,"Killeen","TX","Killeen, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",159546,161968,"City",NA,NA,"","","",NA,"TX0140400","Killeen","TX","Killeen ,TX","South","West South Central",161968,"City","South"
"Kyle,TX,City","Kyle",0,1,1,4,12,26,3,2017,1,"TX","Kyle,TX","City",6,41,"Kyle","TX","Kyle, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",57724,63931,"City",NA,NA,"","","",NA,"TX1050700","Kyle","TX","Kyle ,TX","South","West South Central",63931,"City","South"
"La Mesa,CA,City","La Mesa",0,1,7,11,28,53,13,2020,3,"CA","La Mesa,CA","City",19,94,"La Mesa","CA","La Mesa, CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",60333,60008,"City",NA,NA,"","","",NA,"CA0370800","La Mesa","CA","La Mesa ,CA","West","Pacific",60008,"City","West"
"Lake Havasu City,AZ,City","Lake Havasu City",0,2,0,13,2,52,4,2024,4,"AZ","Lake Havasu City,AZ","City",15,58,"Lake Havasu City","AZ","Lake Havasu City, AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",59166,59720,"City",NA,NA,"","","",NA,"AZ0080400","Lake Havasu City","AZ","Lake Havasu City ,AZ","West","Mountain",59720,"City","West"
"Lakeville,MN,City","Lakeville",0,1,2,5,9,42,2,2017,1,"MN","Lakeville,MN","City",8,53,"Lakeville","MN","Lakeville, MN","https://cde.state.mn.us/","State UCR","Open Source",75548,76929,"City",NA,NA,"","","",NA,"MN0191100","Lakeville","MN","Lakeville ,MN","Midwest","West North Central",76929,"City","Midwest"
"Lancaster,PA,City","Lancaster",3,9,13,21,18,102,3,2017,2,"PA","Lancaster,PA","City",46,123,"Lancaster","PA","Lancaster, PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",57295,57213,"City",NA,NA,"","","",NA,"PA0360500","Lancaster","PA","Lancaster ,PA","Northeast","Middle Atlantic",57213,"City","Northeast"
"Laredo,TX,City","Laredo",1,7,27,49,72,533,25,2017,1,"TX","Laredo,TX","City",84,630,"Laredo","TX","Laredo, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",256973,256542,"City",NA,NA,"","","",NA,"TX2400100","Laredo","TX","Laredo ,TX","South","West South Central",256542,"City","South"
"Las Vegas,NV,City","Las Vegas",12,98,242,354,945,1931,570,2017,2,"NV","Las Vegas,NV","City",706,3446,"Las Vegas","NV","Las Vegas, NV","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",1667961,1670226,"City",NA,NA,"","","",NA,"NV0020100","Las Vegas","NV","Las Vegas ,NV","West","Mountain",1670226,"City","West"
"League City,TX,City","League City",1,1,3,5,17,96,12,2017,1,"TX","League City,TX","City",10,125,"League City","TX","League City, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",116511,115791,"City",NA,NA,"","","",NA,"TX0840800","League City","TX","League City ,TX","South","West South Central",115791,"City","South"
"Leander,TX,City","Leander",0,1,1,4,6,28,4,2017,1,"TX","Leander,TX","City",6,38,"Leander","TX","Leander, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",73905,82228,"City",NA,NA,"","","",NA,"TX2461700","Leander","TX","Leander ,TX","South","West South Central",82228,"City","South"
"Lee's Summit,MO,City","Lee's Summit",0,1,8,4,17,106,5,2017,1,"MO","Lee's Summit,MO","City",13,128,"Lee's Summit","MO","Lee's Summit, MO","https://showmecrime.mo.gov/","State UCR","Open Source",103976,104402,"City",NA,NA,"","","",NA,"MO0480800","Lee's Summit","MO","Lee's Summit ,MO","Midwest","West North Central",104402,"City","Midwest"
"Lewisville,TX,City","Lewisville",0,8,10,14,34,137,12,2017,1,"TX","Lewisville,TX","City",32,183,"Lewisville","TX","Lewisville, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",113568,133694,"City",NA,NA,"","","",NA,"TX0610600","Lewisville","TX","Lewisville ,TX","South","West South Central",133694,"City","South"
"Lincoln,NE,City","Lincoln",0,21,19,38,75,427,22,2017,2,"NE","Lincoln,NE","City",78,524,"Lincoln","NE","Lincoln, NE","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",293937,293155,"City",NA,NA,"","","",NA,"NB0550100","Lincoln","NE","Lincoln ,NE","Midwest","West North Central",293155,"City","Midwest"
"Little Elm,TX,City","Little Elm",1,1,1,2,5,22,3,2017,1,"TX","Little Elm,TX","City",5,30,"Little Elm","TX","Little Elm, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",55340,59954,"City",NA,NA,"","","",NA,"TX0611300","Little Elm","TX","Little Elm ,TX","South","West South Central",59954,"City","South"
"Little Rock,AR,City","Little Rock",3,22,16,184,146,740,80,2018,4,"AR","Little Rock,AR","City",225,966,"Little Rock","AR","Little Rock, AR","https://www.littlerock.gov/media/21988/part-i-offenses-by-month.pdf","Agency Aggregated","Open Source",201513,202986,"City",NA,NA,"","","",NA,"AR0600200","Little Rock","AR","Little Rock ,AR","South","West South Central",202986,"City","South"
"Long Beach,CA,City","Long Beach",2,23,54,125,173,587,208,2020,8,"CA","Long Beach,CA","City",204,968,"Long Beach","CA","Long Beach, CA","https://www.longbeach.gov/police/crime-info/crime-statistics/","Agency Aggregated","Open Source",447528,444415,"City",NA,NA,"","","",NA,"CA0194100","Long Beach","CA","Long Beach ,CA","West","Pacific",444415,"City","West"
"Longview,TX,City","Longview",4,4,11,11,48,156,21,2017,2,"TX","Longview,TX","City",30,225,"Longview","TX","Longview, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",81811,82981,"City",NA,NA,"","","",NA,"TX0920500","Longview","TX","Longview ,TX","South","West South Central",82981,"City","South"
"Los Angeles,CA,County","Los Angeles",11,34,452,556,1232,3192,1255,2017,1,"CA","Los Angeles,CA","County",1053,5679,"Los Angeles","CA","Los Angeles, CA","https://lasd.org/transparency/part1and2crimedata/#part1","Agency Aggregated","Open Source",1008018,1008018,"County",NA,NA,"","","",NA,"CA0190000","Los Angeles","CA","Los Angeles ,CA","West","Pacific",1008018,"County","West"
"Louisville,KY,City","Louisville",13,25,97,306,326,1209,391,2022,1,"KY","Louisville,KY","City",441,1926,"Louisville","KY","Louisville, KY","https://data.louisvilleky.gov/search?tags=lmpd","Agency RMS","Open Source",677554,669468,"City",NA,NA,"","","",NA,"KY0568000","Louisville","KY","Louisville ,KY","South","East South Central",669468,"City","South"
"Lower Paxton,PA,City","Lower Paxton",0,2,4,4,3,37,1,2017,1,"PA","Lower Paxton,PA","City",10,41,"Lower Paxton","PA","Lower Paxton, PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",54552,55204,"City",NA,NA,"","","",NA,"PA0220400","Lower Paxton","PA","Lower Paxton ,PA","Northeast","Middle Atlantic",55204,"City","Northeast"
"Manchester,CT,City","Manchester",0,0,1,4,14,99,8,2017,1,"CT","Manchester,CT","City",5,121,"Manchester","CT","Manchester, CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",59293,59408,"City",NA,NA,"","","",NA,"CT0007700","Manchester","CT","Manchester ,CT","Northeast","New England",59408,"City","Northeast"
"Manchester,NH,City","Manchester",0,6,9,19,14,141,22,2023,10,"NH","Manchester,NH","City",34,177,"Manchester","NH","Manchester, NH","https://www.manchesternh.gov/Departments/Police/Administrative-Division/Crime-Analysis/Interactive-Data-Dashboards","Agency Aggregated","Open Source",114650,114963,"City",NA,NA,"","","",NA,"NH0063400","Manchester","NH","Manchester ,NH","Northeast","New England",114963,"City","Northeast"
"Mansfield,TX,City","Mansfield",0,0,1,2,12,43,4,2017,1,"TX","Mansfield,TX","City",3,59,"Mansfield","TX","Mansfield, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",75993,78788,"City",NA,NA,"","","",NA,"TX2202000","Mansfield","TX","Mansfield ,TX","South","West South Central",78788,"City","South"
"Manteca,CA,City","Manteca",1,0,8,3,26,149,31,2017,1,"CA","Manteca,CA","City",12,206,"Manteca","CA","Manteca, CA","https://www.manteca.gov/departments/police-department/crime-information","Agency Aggregated","Open Source",NA,88518,"City",NA,NA,"","","",NA,"CA0390300","Manteca","CA","Manteca ,CA","West","Pacific",88518,"City","West"
"Manteca,NM,City","Manteca",0,6,14,11,29,91,31,2018,10,"NM","Manteca,NM","City",31,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maple Grove,MN,City","Maple Grove",0,1,0,2,10,58,2,2017,2,"MN","Maple Grove,MN","City",3,70,"Maple Grove","MN","Maple Grove, MN","https://cde.state.mn.us/","State UCR","Open Source",70935,70729,"City",NA,NA,"","","",NA,"MN0272700","Maple Grove","MN","Maple Grove ,MN","Midwest","West North Central",70729,"City","Midwest"
"Marana,AZ,City","Marana",0,0,0,2,1,57,2,2025,1,"AZ","Marana,AZ","City",2,60,"Marana","AZ","Marana, AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",57119,57718,"City",NA,NA,"","","",NA,"AZ0100900","Marana","AZ","Marana ,AZ","West","Mountain",57718,"City","West"
"Maricopa,AZ,City","Maricopa",0,0,0,8,8,38,4,2017,7,"AZ","Maricopa,AZ","City",8,50,"Maricopa","AZ","Maricopa, AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",66525,70355,"City",NA,NA,"","","",NA,"AZ0111700","Maricopa","AZ","Maricopa ,AZ","West","Mountain",70355,"City","West"
"Mcallen,TX,City","Mcallen",0,4,1,10,3,162,3,2025,4,"TX","Mcallen,TX","City",15,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memphis,TN,City","Memphis",18,54,329,651,798,2102,386,2017,1,"TN","Memphis,TN","City",1052,3286,"Memphis","TN","Memphis, TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency Aggregated","Open Source",624944,616061,"City",NA,NA,"","","",NA,"TNMPD0000","Memphis","TN","Memphis ,TN","South","East South Central",616061,"City","South"
"Meriden,CT,City","Meriden",1,2,6,16,21,57,7,2018,5,"CT","Meriden,CT","City",25,85,"Meriden","CT","Meriden, CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",60332,60054,"City",NA,NA,"","","",NA,"CT0008000","Meriden","CT","Meriden ,CT","Northeast","New England",60054,"City","Northeast"
"Meridian,ID,City","Meridian",0,3,2,5,10,43,4,2024,12,"ID","Meridian,ID","City",10,57,"Meridian","ID","Meridian, ID","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",132522,135239,"City",NA,NA,"","","",NA,"ID0010300","Meridian","ID","Meridian ,ID","West","Mountain",135239,"City","West"
"Mesa,AZ,City","Mesa",3,25,41,98,146,646,89,2018,5,"AZ","Mesa,AZ","City",167,881,"Mesa","AZ","Mesa, AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",513116,515848,"City",NA,NA,"","","",NA,"AZ0071700","Mesa","AZ","Mesa ,AZ","West","Mountain",515848,"City","West"
"Miami Beach,FL,City","Miami Beach",0,5,25,20,52,519,39,2017,2,"FL","Miami Beach,FL","City",50,610,"Miami Beach","FL","Miami Beach, FL","https://www.miamibeachfl.gov/yourmbpd/monthlycrimesdatareport/","Agency Aggregated","Open Source",89017,78824,"City",NA,NA,"Population via FBI CIUS 2020","","",NA,"FL0130700","Miami Beach","FL","Miami Beach ,FL","South","South Atlantic",78824,"City","South"
"Miami,FL,City","Miami",4,7,90,248,211,1420,182,2017,1,"FL","Miami,FL","City",349,1813,"Miami","FL","Miami, FL","https://www.miami-police.org/Records-Data_Download_Files.html","Agency RMS","Open Source",NA,452929,"City",NA,NA,"","Allen County","County",107252,"FL0130600","Miami","FL","Miami ,FL","South","South Atlantic",452929,"City","South"
"Millcreek,PA,City","Millcreek",0,2,0,10,8,32,1,2017,1,"PA","Millcreek,PA","City",12,41,"Millcreek","PA","Millcreek, PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",53119,53119,"City",NA,NA,"Erie County","","",NA,"PA0250300","Millcreek","PA","Millcreek ,PA","Northeast","Middle Atlantic",53119,"City","Northeast"
"Milpitas,CA,City","Milpitas",0,NA,3,3,22,143,24,2017,1,"CA","Milpitas,CA","City",6,189,"Milpitas","CA","Milpitas, CA","https://www.milpitas.gov/1107/Crime-and-Incident-Data","Agency Aggregated","Open Source",77790,76573,"City",NA,NA,"","","",NA,"CA0430800","Milpitas","CA","Milpitas ,CA","West","Pacific",76573,"City","West"
"Milwaukee,WI,City","Milwaukee",11,NA,NA,NA,NA,NA,NA,2017,1,"WI","Milwaukee,WI","City",11,0,"Milwaukee","WI","Milwaukee, WI","https://data.milwaukee.gov/dataset/wibr","Agency RMS","Open Source",561743,558698,"City",NA,NA,"","","",NA,"WIMPD0000","Milwaukee","WI","Milwaukee ,WI","Midwest","East North Central",558698,"City","Midwest"
"Minneapolis,MN,City","Minneapolis",5,45,139,168,230,909,235,2017,1,"MN","Minneapolis,MN","City",357,1374,"Minneapolis","MN","Minneapolis, MN","https://cde.state.mn.us/","State UCR","Open Source",421690,422341,"City",NA,NA,"","","",NA,"MN0271100","Minneapolis","MN","Minneapolis ,MN","Midwest","West North Central",422341,"City","Midwest"
"Minnetonka,MN,City","Minnetonka",0,0,1,1,9,58,2,2017,1,"MN","Minnetonka,MN","City",2,69,"Minnetonka","MN","Minnetonka, MN","https://cde.state.mn.us/","State UCR","Open Source",52309,51791,"City",NA,NA,"","","",NA,"MN0271200","Minnetonka","MN","Minnetonka ,MN","Midwest","West North Central",51791,"City","Midwest"
"Missouri City,TX,City","Missouri City",0,0,8,11,18,83,7,2017,1,"TX","Missouri City,TX","City",19,108,"Missouri City","TX","Missouri City, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",75323,77560,"City",NA,NA,"","","",NA,"TX0790100","Missouri City","TX","Missouri City ,TX","South","West South Central",77560,"City","South"
"Montgomery,TX,County","Montgomery",2,3,4,32,89,225,39,2017,1,"TX","Montgomery,TX","County",41,353,"Montgomery","TX","Montgomery, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",565355,565355,"County",NA,NA,"","","",NA,"TX1700000","Montgomery","TX","Montgomery ,TX","South","West South Central",565355,"County","South"
"Mooresville,NC,City","Mooresville",0,0,1,7,10,90,0,2017,2,"NC","Mooresville,NC","City",8,100,"Mooresville","NC","Mooresville, NC","From NC","State UCR","Provided by State UCR Program",NA,53767,"City",NA,NA,"","","",NA,"NC0490100","Mooresville","NC","Mooresville ,NC","South","South Atlantic",53767,"City","South"
"Mount Prospect,IL,City","Mount Prospect",0,0,1,0,1,47,0,2017,3,"IL","Mount Prospect,IL","City",1,48,"Mount Prospect","IL","Mount Prospect, IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",53932,53932,"City",NA,NA,"Inferred Jan-Mar 2021 counts from annual average","","",NA,"IL0167200","Mount Prospect","IL","Mount Prospect ,IL","Midwest","East North Central",53932,"City","Midwest"
"Mount Vernon,NY,City","Mount Vernon",0,3,7,23,13,85,14,2017,1,"NY","Mount Vernon,NY","City",33,112,"Mount Vernon","NY","Mount Vernon, NY","https://www.cmvny.com/518/Annual-Reports-Monthly-Crime-Stats-Histo","Agency Aggregated","Open Source",71690,70812,"City",NA,NA,"","","",NA,"NY0590300","Mount Vernon","NY","Mount Vernon ,NY","Northeast","Middle Atlantic",70812,"City","Northeast"
"Murrieta,CA,City","Murrieta",0,4,2,1,36,110,10,2017,2,"CA","Murrieta,CA","City",7,156,"Murrieta","CA","Murrieta, CA","https://www.murrietaca.gov/759/Police-Activity-Reports","Agency Aggregated","Open Source",NA,115037,"City",NA,NA,"Inferred Jan - Mar 2021","","",NA,"CA0334200","Murrieta","CA","Murrieta ,CA","West","Pacific",115037,"City","West"
"Nashville,TN,City","Nashville",9,NA,192,456,335,1509,227,2017,1,"TN","Nashville,TN","City",657,2071,"Nashville","TN","Nashville, TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency RMS","Open Source",679562,690495,"City",NA,NA,"","","",NA,"TN0190100","Nashville","TN","Nashville ,TN","South","East South Central",690495,"City","South"
"National City,CA,City","National City",0,1,8,17,10,50,29,2018,7,"CA","National City,CA","City",26,89,"National City","CA","National City, CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",55676,55270,"City",NA,NA,"","","",NA,"CA0370900","National City","CA","National City ,CA","West","Pacific",55270,"City","West"
"New Braunfels,TX,City","New Braunfels",0,3,2,9,17,92,9,2017,1,"TX","New Braunfels,TX","City",14,118,"New Braunfels","TX","New Braunfels, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",107017,111942,"City",NA,NA,"","","",NA,"TX0460100","New Braunfels","TX","New Braunfels ,TX","South","West South Central",111942,"City","South"
"New Britain,CT,City","New Britain",0,3,4,21,20,114,19,2020,6,"CT","New Britain,CT","City",28,153,"New Britain","CT","New Britain, CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",73621,74609,"City",NA,NA,"","","",NA,"CT0008900","New Britain","CT","New Britain ,CT","Northeast","New England",74609,"City","Northeast"
"New Hanover,NC,County","New Hanover",0,0,4,8,38,112,5,2017,1,"NC","New Hanover,NC","County",12,155,"New Hanover","NC","New Hanover, NC","From NC","State UCR","Provided by State UCR Program",NA,105363,"County",NA,NA,"","","",NA,"NC0650000","New Hanover","NC","New Hanover ,NC","South","South Atlantic",105363,"County","South"
"New Orleans,LA,City","New Orleans",23,25,114,116,250,959,218,2017,1,"LA","New Orleans,LA","City",278,1427,"New Orleans","LA","New Orleans, LA","https://data.nola.gov/Public-Safety-and-Preparedness/Electronic-Police-Report-2024/c5iy-ew8n/explore/query/SELECT%0A%20%20%60item_number%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60disposition%60%2C%0A%20%20%60signal_type%60%2C%0A%20%20%60signal_description%60%2C%0A%20%20%60occurred_date_time%60%2C%0A%20%20%60charge_code%60%2C%0A%20%20%60charge_description%60%2C%0A%20%20%60offender_number%60%2C%0A%20%20%60offenderid%60%2C%0A%20%20%60offenderstatus%60%2C%0A%20%20%60offender_race%60%2C%0A%20%20%60offender_gender%60%2C%0A%20%20%60offender_age%60%2C%0A%20%20%60victim_number%60%2C%0A%20%20%60persontype%60%2C%0A%20%20%60victim_race%60%2C%0A%20%20%60victim_gender%60%2C%0A%20%20%60victim_age%60%2C%0A%20%20%60victim_fatal_status%60%2C%0A%20%20%60hate_crime%60%2C%0A%20%20%60report_type%60/page/filter","Agency RMS","Open Source",370128,364197,"City",NA,NA,"","","",NA,"LANPD0000","New Orleans","LA","New Orleans ,LA","South","West South Central",364197,"City","South"
"New York City,NY,City","New York City",24,112,1246,1646,1097,3580,462,2017,1,"NY","New York City,NY","City",3028,5139,"New York City","NY","New York City, NY","https://compstat.nypdonline.org/","Agency Aggregated","Open Source",8236567,8184044,"City",NA,NA,"","","",NA,"NY0303000","New York City","NY","New York City ,NY","Northeast","Middle Atlantic",8184044,"City","Northeast"
"Normal,IL,City","Normal",0,1,3,10,11,48,3,2020,6,"IL","Normal,IL","City",14,62,"Normal","IL","Normal, IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",53613,52883,"City",NA,NA,"","","",NA,"IL0570200","Normal","IL","Normal ,IL","Midwest","East North Central",52883,"City","Midwest"
"North Bergen Township,NJ,City","North Bergen Township",0,0,3,5,6,27,3,2017,1,"NJ","North Bergen Township,NJ","City",8,36,"North Bergen Township","NJ","North Bergen Township, NJ","http://www.northbergenpolice.com/report/datasets/crime-statistics/","Agency Aggregated","Open Source",58378,59147,"City",NA,NA,"","","",NA,"NJ0090800","North Bergen Township","NJ","North Bergen Township ,NJ","Northeast","Middle Atlantic",59147,"City","Northeast"
"North Las Vegas,NV,City","North Las Vegas",1,7,41,145,152,236,109,2017,1,"NV","North Las Vegas,NV","City",194,497,"North Las Vegas","NV","North Las Vegas, NV","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",284422,290751,"City",NA,NA,"","","",NA,"NV0020200","North Las Vegas","NV","North Las Vegas ,NV","West","Mountain",290751,"City","West"
"North Richland Hills,TX,City","North Richland Hills",0,3,4,5,18,96,14,2017,1,"TX","North Richland Hills,TX","City",12,128,"North Richland Hills","TX","North Richland Hills, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",70108,70853,"City",NA,NA,"","","",NA,"TX2202100","North Richland Hills","TX","North Richland Hills ,TX","South","West South Central",70853,"City","South"
"O'Fallon,MO,City","O'Fallon",0,2,1,5,2,81,4,2017,1,"MO","O'Fallon,MO","City",8,87,"O'Fallon","MO","O'Fallon, MO","https://showmecrime.mo.gov/","State UCR","Open Source",95689,94702,"City",NA,NA,"","","",NA,"MO0920100","O'Fallon","MO","O'Fallon ,MO","Midwest","West North Central",94702,"City","Midwest"
"Oak Lawn,IL,City","Oak Lawn",0,1,1,7,7,49,1,2020,8,"IL","Oak Lawn,IL","City",9,57,"Oak Lawn","IL","Oak Lawn, IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",55368,55368,"City",NA,NA,"Inferred Jan 2021 counts from annual average","","",NA,"IL0168000","Oak Lawn","IL","Oak Lawn ,IL","Midwest","East North Central",55368,"City","Midwest"
"Oceanside,CA,City","Oceanside",0,8,13,59,57,164,26,2024,8,"CA","Oceanside,CA","City",80,247,"Oceanside","CA","Oceanside, CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",171844,171348,"City",NA,NA,"","","",NA,"CA0371000","Oceanside","CA","Oceanside ,CA","West","Pacific",171348,"City","West"
"Omaha,NE,City","Omaha",1,21,12,82,85,881,217,2025,1,"NE","Omaha,NE","City",116,1183,"Omaha","NE","Omaha, NE","https://police.cityofomaha.org/opd-crime-statistics","Agency Aggregated","Open Source",483462,481471,"City",NA,NA,"","","",NA,"NB0280200","Omaha","NE","Omaha ,NE","Midwest","West North Central",481471,"City","Midwest"
"Onslow,NC,County","Onslow",0,2,3,7,96,122,8,2017,1,"NC","Onslow,NC","County",12,226,"Onslow","NC","Onslow, NC","From NC","State UCR","Provided by State UCR Program",NA,125993,"County",NA,NA,"","","",NA,"NC0670000","Onslow","NC","Onslow ,NC","South","South Atlantic",125993,"County","South"
"Oshkosh,WI,City","Oshkosh",0,1,4,11,13,77,5,2017,1,"WI","Oshkosh,WI","City",16,95,"Oshkosh","WI","Oshkosh, WI","https://www.oshkoshpd.com/MonthlyCrimeStats/Default.aspx","Agency Aggregated","Open Source",66521,65548,"City",NA,NA,"","","",NA,"WI0710300","Oshkosh","WI","Oshkosh ,WI","Midwest","East North Central",65548,"City","Midwest"
"Palatine,IL,City","Palatine",0,2,0,6,10,48,4,2023,10,"IL","Palatine,IL","City",8,62,"Palatine","IL","Palatine, IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",64407,64407,"City",NA,NA,"Inferred Jan-Mar 2021 counts from annual average","","",NA,"IL0168400","Palatine","IL","Palatine ,IL","Midwest","East North Central",64407,"City","Midwest"
"Parker,CO,City","Parker",1,0,0,6,6,78,11,2023,11,"CO","Parker,CO","City",7,95,"Parker","CO","Parker, CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",61865,62431,"City",NA,NA,"","","",NA,"CO0180500","Parker","CO","Parker ,CO","West","Mountain",62431,"City","West"
"Parker,TX,County","Parker",0,4,1,3,13,39,5,2017,1,"TX","Parker,TX","County",8,57,"Parker","TX","Parker, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",114776,114776,"County",NA,NA,"","","",NA,"TX1840000","Parker","TX","Parker ,TX","South","West South Central",114776,"County","South"
