"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","State.y","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State"
"Lee's Summit,MO,City","Lee's Summit",0,1,8,4,17,106,5,2017,1,"MO","Lee's Summit,MO","City",13,128,"Lee's Summit","MO","https://showmecrime.mo.gov/","State UCR","Open Source",104402,NA,NA,"","","MO0480800","Lee's Summit","MO","Midwest","West North Central","lee's summit","MO",102349,"city 100,000 thru 249,999",NA,NA,NA,NA,102349,"Lee's Summit, MO","City","Midwest"
"Lenexa,KS,City","Lenexa",0,2,0,2,5,48,7,2024,3,"KS","Lenexa,KS","City",4,60,"Lenexa","KS","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",59161,NA,NA,"","","KS0461000","Lenexa","KS","Midwest","West North Central","lenexa","KS",58871,"city 50,000 thru 99,999",NA,NA,NA,NA,58871,"Lenexa, KS","City","Midwest"
"Lewisville,TX,City","Lewisville",0,8,10,14,34,137,12,2017,1,"TX","Lewisville,TX","City",32,183,"Lewisville","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",133694,NA,NA,"","","TX0610600","Lewisville","TX","South","West South Central","lewisville","TX",134630,"city 100,000 thru 249,999",NA,NA,NA,NA,134630,"Lewisville, TX","City","South"
"Lexington,KY,City","Lexington",4,19,51,24,213,712,112,2017,5,"KY","Lexington,KY","City",98,1037,"Lexington","KY","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",319994,NA,NA,"","","KY0340200","Lexington","KY","South","East South Central","lexington","KY",323254,"city 250,000 thru 499,999",NA,NA,NA,NA,323254,"Lexington, KY","City","South"
"Lexington,SC,County","Lexington",4,7,4,32,51,254,55,2017,1,"SC","Lexington,SC","County",47,360,"Lexington","SC","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",232613,NA,NA,"","","SC0320000","Lexington","SC","South","South Atlantic","lexington","SC",236417,"msa-county 100,000+",NA,NA,NA,NA,236417,"Lexington, SC","County","South"
"Lincoln,CA,City","Lincoln",0,1,1,4,2,20,2,2024,2,"CA","Lincoln,CA","City",6,24,"Lincoln","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",53950,NA,NA,"","","CA0310300","Lincoln","CA","West","Pacific","lincoln","CA",56152,"city 50,000 thru 99,999",NA,NA,NA,NA,56152,"Lincoln, CA","City","West"
"Lincoln,NE,City","Lincoln",0,17,21,51,88,519,23,2017,1,"NE","Lincoln,NE","City",89,630,"Lincoln","NE","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",293155,NA,NA,"","","NB0550100","Lincoln","NE","Midwest","West North Central","lincoln","NE",295808,"city 250,000 thru 499,999",NA,NA,NA,NA,295808,"Lincoln, NE","City","Midwest"
"Little Elm,TX,City","Little Elm",1,1,1,2,5,22,3,2017,1,"TX","Little Elm,TX","City",5,30,"Little Elm","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59954,NA,NA,"","","TX0611300","Little Elm","TX","South","West South Central","little elm","TX",62837,"city 50,000 thru 99,999",NA,NA,NA,NA,62837,"Little Elm, TX","City","South"
"Little Rock,AR,City","Little Rock",3,14,55,231,173,858,119,2017,1,"AR","Little Rock,AR","City",303,1150,"Little Rock","AR","https://www.littlerock.gov/media/21988/part-i-offenses-by-month.pdf","Agency Aggregated","Open Source",202986,NA,NA,"","","AR0600200","Little Rock","AR","South","West South Central","little rock","AR",204247,"city 100,000 thru 249,999",NA,NA,NA,NA,204247,"Little Rock, AR","City","South"
"Livermore,CA,City","Livermore",0,2,5,10,8,85,17,2025,7,"CA","Livermore,CA","City",17,110,"Livermore","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",83155,NA,NA,"","","CA0010700","Livermore","CA","West","Pacific","livermore","CA",81316,"city 50,000 thru 99,999",NA,NA,NA,NA,81316,"Livermore, CA","City","West"
"Livingston,LA,County","Livingston",1,3,1,24,95,190,1,2017,1,"LA","Livingston,LA","County",29,286,"Livingston","LA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",134038,NA,NA,"","","LA0320000","Livingston","LA","South","West South Central","livingston","LA",136545,"msa-county 100,000+",NA,NA,NA,NA,136545,"Livingston, LA","County","South"
"Livingston,MI,County","Livingston",0,1,0,5,4,39,1,2017,1,"MI","Livingston,MI","County",6,44,"Livingston","MI","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",129813,NA,NA,"","","MI4714700","Livingston","MI","Midwest","East North Central","livingston","MI",131955,"msa-county 100,000+",NA,NA,NA,NA,131955,"Livingston, MI","County","Midwest"
"Livonia,MI,City","Livonia",0,6,1,12,12,72,25,2023,10,"MI","Livonia,MI","City",19,109,"Livonia","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",93042,NA,NA,"","","MI8253800","Livonia","MI","Midwest","East North Central","livonia","MI",91189,"city 50,000 thru 99,999",NA,NA,NA,NA,91189,"Livonia, MI","City","Midwest"
"Logan,UT,City","Logan",0,0,0,7,12,58,2,2018,7,"UT","Logan,UT","City",7,72,"Logan","UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",55645,NA,NA,"","","UT0030100","Logan","UT","West","Mountain","logan","UT",56083,"city 50,000 thru 99,999",NA,NA,NA,NA,56083,"Logan, UT","City","West"
"Long Beach,CA,City","Long Beach",4,10,85,100,257,678,265,2017,1,"CA","Long Beach,CA","City",199,1200,"Long Beach","CA","https://www.longbeach.gov/police/crime-info/crime-statistics/","Agency Aggregated","Open Source",444415,NA,NA,"","","CA0194100","Long Beach","CA","West","Pacific","long beach","CA",444232,"city 250,000 thru 499,999",NA,NA,NA,NA,444232,"Long Beach, CA","City","West"
"Longview,TX,City","Longview",0,5,10,19,68,194,26,2017,1,"TX","Longview,TX","City",34,288,"Longview","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",82981,NA,NA,"","","TX0920500","Longview","TX","South","West South Central","longview","TX",81344,"city 50,000 thru 99,999",NA,NA,NA,NA,81344,"Longview, TX","City","South"
"Lorain,OH,City","Lorain",0,2,4,15,73,107,10,2017,1,"OH","Lorain,OH","City",21,190,"Lorain","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",65436,NA,NA,"","","OH0470500","Lorain","OH","Midwest","East North Central","lorain","OH",65374,"city 50,000 thru 99,999",NA,NA,NA,NA,65374,"Lorain, OH","City","Midwest"
"Los Angeles,CA,City","Los Angeles",20,211,806,1424,1406,5491,1624,2017,3,"CA","Los Angeles,CA","City",2461,8521,"Los Angeles","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",3786018,NA,NA,"","","CA0194200","Los Angeles","CA","West","Pacific","los angeles","CA",3796352,"city 1,000,000+",NA,NA,NA,NA,3796352,"Los Angeles, CA","City","West"
"Los Angeles,CA,County","Los Angeles",11,34,452,556,1232,3192,1255,2017,1,"CA","Los Angeles,CA","County",1053,5679,"Los Angeles","CA","https://lasd.org/transparency/part1and2crimedata/#part1","Agency Aggregated","Open Source",1008018,NA,NA,"","","CA0190000","Los Angeles","CA","West","Pacific","los angeles","CA",1110752,"msa-county 100,000+",NA,NA,NA,NA,1110752,"Los Angeles, CA","County","West"
"Louisville,KY,City","Louisville",6,39,112,209,539,1757,382,2017,1,"KY","Louisville,KY","City",366,2678,"Louisville","KY","https://data.louisvilleky.gov/search?tags=lmpd","Agency RMS","Open Source",669468,NA,NA,"","","KY0568000","Louisville","KY","South","East South Central","louisville metro","KY",676843,"city 500,000 thru 999,999",NA,NA,NA,NA,676843,"Louisville, KY","City","South"
"Lower Merion,PA,City","Lower Merion",0,1,5,3,9,75,2,2017,1,"PA","Lower Merion,PA","City",9,86,"Lower Merion","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",64350,NA,NA,"","","PA0461400","Lower Merion","PA","Northeast","Middle Atlantic","lower merion township","PA",64290,"city 50,000 thru 99,999",NA,NA,NA,NA,64290,"Lower Merion, PA","City","Northeast"
"Lower Paxton,PA,City","Lower Paxton",0,2,4,4,3,37,1,2017,1,"PA","Lower Paxton,PA","City",10,41,"Lower Paxton","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",55204,NA,NA,"","","PA0220400","Lower Paxton","PA","Northeast","Middle Atlantic","lower paxton township","PA",55174,"city 50,000 thru 99,999",NA,NA,NA,NA,55174,"Lower Paxton, PA","City","Northeast"
"Lynchburg,VA,City","Lynchburg",0,5,2,11,8,89,18,2024,3,"VA","Lynchburg,VA","City",18,115,"Lynchburg","VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",79509,NA,NA,"","","VA1140000","Lynchburg","VA","South","South Atlantic","lynchburg","VA",80339,"city 50,000 thru 99,999",NA,NA,NA,NA,80339,"Lynchburg, VA","City","South"
"Lynn,MA,City","Lynn",1,0,16,48,33,82,19,2017,1,"MA","Lynn,MA","City",65,134,"Lynn","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",101144,NA,NA,"","","MA0051400","Lynn","MA","Northeast","New England","lynn","MA",103200,"city 100,000 thru 249,999",NA,NA,NA,NA,103200,"Lynn, MA","City","Northeast"
"Madera,CA,City","Madera",0,7,8,26,16,72,21,2018,9,"CA","Madera,CA","City",41,109,"Madera","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",68862,NA,NA,"","","CA0200200","Madera","CA","West","Pacific","madera","CA",68607,"city 50,000 thru 99,999",NA,NA,NA,NA,68607,"Madera, CA","City","West"
"Manchester,CT,City","Manchester",0,0,1,4,14,99,8,2017,1,"CT","Manchester,CT","City",5,121,"Manchester","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",59408,NA,NA,"","","CT0007700","Manchester","CT","Northeast","New England","manchester","CT",59378,"city 50,000 thru 99,999",NA,NA,NA,NA,59378,"Manchester, CT","City","Northeast"
"Manchester,NH,City","Manchester",0,9,16,39,45,157,12,2017,1,"NH","Manchester,NH","City",64,214,"Manchester","NH","https://www.manchesternh.gov/Departments/Police/Administrative-Division/Crime-Analysis/Interactive-Data-Dashboards","Agency Aggregated","Open Source",114963,NA,NA,"","","NH0063400","Manchester","NH","Northeast","New England","manchester","NH",115464,"city 100,000 thru 249,999",NA,NA,NA,NA,115464,"Manchester, NH","City","Northeast"
"Mansfield,TX,City","Mansfield",0,0,1,2,12,43,4,2017,1,"TX","Mansfield,TX","City",3,59,"Mansfield","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",78788,NA,NA,"","","TX2202000","Mansfield","TX","South","West South Central","mansfield","TX",74436,"city 50,000 thru 99,999",NA,NA,NA,NA,74436,"Mansfield, TX","City","South"
"Maple Grove,MN,City","Maple Grove",0,0,1,3,8,79,6,2017,1,"MN","Maple Grove,MN","City",4,93,"Maple Grove","MN","https://cde.state.mn.us/","State UCR","Open Source",70729,NA,NA,"","","MN0272700","Maple Grove","MN","Midwest","West North Central","maple grove","MN",71622,"city 50,000 thru 99,999",NA,NA,NA,NA,71622,"Maple Grove, MN","City","Midwest"
"McAllen,TX,City","McAllen",2,2,4,15,16,316,4,2017,1,"TX","McAllen,TX","City",23,336,"McAllen","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",145684,NA,NA,"","","TX1080800","McAllen","TX","South","West South Central","mcallen","TX",148017,"city 100,000 thru 249,999",NA,NA,NA,NA,148017,"McAllen, TX","City","South"
"Mckinney,TX,City","Mckinney",0,7,7,7,23,163,22,2017,1,"TX","Mckinney,TX","City",21,208,"Mckinney","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",212716,NA,NA,"","","TX0430500","Mckinney","TX","South","West South Central","mckinney","TX",219132,"city 100,000 thru 249,999",NA,NA,NA,NA,219132,"Mckinney, TX","City","South"
"Memphis,TN,City","Memphis",18,22,116,713,274,1632,564,2025,2,"TN","Memphis,TN","City",869,2470,"Memphis","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency Aggregated","Open Source",616061,NA,NA,"","","TNMPD0000","Memphis","TN","South","East South Central","memphis","TN",613207,"city 500,000 thru 999,999",NA,NA,NA,NA,613207,"Memphis, TN","City","South"
"Merced,CA,City","Merced",1,1,11,45,42,111,42,2020,6,"CA","Merced,CA","City",58,195,"Merced","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",94125,NA,NA,"","","CA0240600","Merced","CA","West","Pacific","merced","CA",96077,"city 50,000 thru 99,999",NA,NA,NA,NA,96077,"Merced, CA","City","West"
"Meriden,CT,City","Meriden",0,0,5,12,24,66,8,2017,1,"CT","Meriden,CT","City",17,98,"Meriden","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",60054,NA,NA,"","","CT0008000","Meriden","CT","Northeast","New England","meriden","CT",59943,"city 50,000 thru 99,999",NA,NA,NA,NA,59943,"Meriden, CT","City","Northeast"
"Meridian,ID,City","Meridian",0,4,2,11,3,39,4,2017,1,"ID","Meridian,ID","City",17,46,"Meridian","ID","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",135239,NA,NA,"","","ID0010300","Meridian","ID","West","Mountain","meridian","ID",140353,"city 100,000 thru 249,999",NA,NA,NA,NA,140353,"Meridian, ID","City","West"
"Mesa,AZ,City","Mesa",5,24,47,96,155,669,85,2017,7,"AZ","Mesa,AZ","City",172,909,"Mesa","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",515848,NA,NA,"","","AZ0071700","Mesa","AZ","West","Mountain","mesa","AZ",513585,"city 500,000 thru 999,999",NA,NA,NA,NA,513585,"Mesa, AZ","City","West"
"Miami Beach,FL,City","Miami Beach",0,8,25,21,47,603,39,2017,1,"FL","Miami Beach,FL","City",54,689,"Miami Beach","FL","https://www.miamibeachfl.gov/yourmbpd/monthlycrimesdatareport/","Agency Aggregated","Open Source",78824,NA,NA,"Population via FBI CIUS 2020","","FL0130700","Miami Beach","FL","South","South Atlantic","miami beach","FL",78676,"city 50,000 thru 99,999",NA,NA,NA,NA,78676,"Miami Beach, FL","City","South"
"Miami,FL,City","Miami",4,7,90,248,211,1420,182,2017,1,"FL","Miami,FL","City",349,1813,"Miami","FL","https://www.miami-police.org/Records-Data_Download_Files.html","Agency RMS","Open Source",452929,NA,NA,"","","FL0130600","Miami","FL","South","South Atlantic","miami","FL",460392,"city 250,000 thru 499,999",NA,NA,NA,NA,460392,"Miami, FL","City","South"
"Middletown,OH,City","Middletown",1,5,8,9,61,182,17,2017,1,"OH","Middletown,OH","City",23,260,"Middletown","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",51328,NA,NA,"","","OH0090300","Middletown","OH","Midwest","East North Central","middletown","OH",47684,"city 50,000 thru 99,999",NA,NA,NA,NA,47684,"Middletown, OH","City","Midwest"
"Midwest City,OK,City","Midwest City",0,0,2,7,18,102,12,2020,12,"OK","Midwest City,OK","City",9,132,"Midwest City","OK","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57696,NA,NA,"","","OK0550400","Midwest City","OK","South","West South Central","midwest city","OK",57961,"city 50,000 thru 99,999",NA,NA,NA,NA,57961,"Midwest City, OK","City","South"
"Milford,CT,City","Milford",0,0,3,1,6,67,8,2017,1,"CT","Milford,CT","City",4,81,"Milford","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",53011,NA,NA,"","","CT0008400","Milford","CT","Northeast","New England","milford","CT",53065,"city 50,000 thru 99,999",NA,NA,NA,NA,53065,"Milford, CT","City","Northeast"
"Millcreek,PA,City","Millcreek",0,2,0,10,8,32,1,2017,1,"PA","Millcreek,PA","City",12,41,"Millcreek","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",53119,NA,NA,"Erie County","","PA0250300","Millcreek","PA","Northeast","Middle Atlantic","millcreek township","PA",52803,"city 50,000 thru 99,999",NA,NA,NA,NA,52803,"Millcreek, PA","City","Northeast"
"Milpitas,CA,City","Milpitas",0,NA,3,3,22,143,24,2017,1,"CA","Milpitas,CA","City",6,189,"Milpitas","CA","https://www.milpitas.gov/1107/Crime-and-Incident-Data","Agency Aggregated","Open Source",76573,NA,NA,"","","CA0430800","Milpitas","CA","West","Pacific","milpitas","CA",76523,"city 50,000 thru 99,999",NA,NA,NA,NA,76523,"Milpitas, CA","City","West"
"Milwaukee,WI,City","Milwaukee",11,30,270,457,466,912,399,2017,1,"WI","Milwaukee,WI","City",768,1777,"Milwaukee","WI","https://data.milwaukee.gov/dataset/wibr","Agency RMS","Open Source",558698,NA,NA,"","","WIMPD0000","Milwaukee","WI","Midwest","East North Central","milwaukee","WI",560416,"city 500,000 thru 999,999",NA,NA,NA,NA,560416,"Milwaukee, WI","City","Midwest"
"Minneapolis,MN,City","Minneapolis",5,45,139,168,230,909,235,2017,1,"MN","Minneapolis,MN","City",357,1374,"Minneapolis","MN","https://cde.state.mn.us/","State UCR","Open Source",422341,NA,NA,"","","MN0271100","Minneapolis","MN","Midwest","West North Central","minneapolis","MN",423282,"city 250,000 thru 499,999",NA,NA,NA,NA,423282,"Minneapolis, MN","City","Midwest"
"Minnetonka,MN,City","Minnetonka",0,0,1,1,9,58,2,2017,1,"MN","Minnetonka,MN","City",2,69,"Minnetonka","MN","https://cde.state.mn.us/","State UCR","Open Source",51791,NA,NA,"","","MN0271200","Minnetonka","MN","Midwest","West North Central","minnetonka","MN",51935,"city 50,000 thru 99,999",NA,NA,NA,NA,51935,"Minnetonka, MN","City","Midwest"
"Mission Viejo,CA,City","Mission Viejo",0,0,2,11,8,66,4,2021,10,"CA","Mission Viejo,CA","City",13,78,"Mission Viejo","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",90944,NA,NA,"","","CA030350X","Mission Viejo","CA","West","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mission Viejo, CA","City","West"
"Missoula,MT,City","Missoula",0,7,1,17,15,168,8,2025,1,"MT","Missoula,MT","City",25,191,"Missoula","MT","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",78269,NA,NA,"","","MT0320100","Missoula","MT","West","Mountain","missoula","MT",78911,"city 50,000 thru 99,999",NA,NA,NA,NA,78911,"Missoula, MT","City","West"
"Missouri City,TX,City","Missouri City",0,0,8,11,18,83,7,2017,1,"TX","Missouri City,TX","City",19,108,"Missouri City","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",77560,NA,NA,"","","TX0790100","Missouri City","TX","South","West South Central","missouri city","TX",71653,"city 50,000 thru 99,999",NA,NA,NA,NA,71653,"Missouri City, TX","City","South"
"Mobile,AL,City","Mobile",7,NA,NA,NA,NA,NA,NA,2024,3,"AL","Mobile,AL","City",7,0,"Mobile","AL","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",237469,NA,NA,"","","AL0020100","Mobile","AL","South","East South Central","mobile","AL",237092,"city 100,000 thru 249,999",NA,NA,NA,102,237092,"Mobile, AL","City","South"
"Monterey Park,CA,City","Monterey Park",0,0,3,5,17,71,18,2024,7,"CA","Monterey Park,CA","City",8,106,"Monterey Park","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57419,NA,NA,"","","CA0194800","Monterey Park","CA","West","Pacific","monterey park","CA",56904,"city 50,000 thru 99,999",NA,NA,NA,NA,56904,"Monterey Park, CA","City","West"
"Monterey,CA,County","Monterey",2,2,1,10,33,70,4,2017,1,"CA","Monterey,CA","County",15,107,"Monterey","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",103695,NA,NA,"","","CA0270000","Monterey","CA","West","Pacific","monterey","CA",107372,"msa-county 100,000+",NA,NA,NA,NA,107372,"Monterey, CA","County","West"
"Montgomery,MD,County","Montgomery",3,37,76,61,168,984,87,2017,1,"MD","Montgomery,MD","County",177,1239,"Montgomery","MD","https://data.montgomerycountymd.gov/Public-Safety/Crime/icn6-v9z3/explore/query/SELECT%0A%20%20%60incident_id%60%2C%0A%20%20%60offence_code%60%2C%0A%20%20%60case_number%60%2C%0A%20%20%60date%60%2C%0A%20%20%60start_date%60%2C%0A%20%20%60end_date%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60victims%60%2C%0A%20%20%60crimename1%60%2C%0A%20%20%60crimename2%60%2C%0A%20%20%60crimename3%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60zip_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60place%60%2C%0A%20%20%60sector%60%2C%0A%20%20%60beat%60%2C%0A%20%20%60pra%60%2C%0A%20%20%60address_number%60%2C%0A%20%20%60street_prefix_dir%60%2C%0A%20%20%60address_street%60%2C%0A%20%20%60street_suffix_dir%60%2C%0A%20%20%60street_type%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60police_district_number%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60start_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",896963,NA,NA,"","","MD0160400","Montgomery","MD","South","South Atlantic","montgomery county pd","MD",915053,"msa-county 100,000+",NA,NA,NA,NA,896963,"Montgomery, MD","County","MD"
"Montgomery,TX,County","Montgomery",2,3,4,32,89,225,39,2017,1,"TX","Montgomery,TX","County",41,353,"Montgomery","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",565355,NA,NA,"","","TX1700000","Montgomery","TX","South","West South Central","montgomery","TX",600014,"msa-county 100,000+",NA,NA,NA,NA,600014,"Montgomery, TX","County","South"
"Moore,OK,City","Moore",0,2,2,14,19,68,11,2023,11,"OK","Moore,OK","City",18,98,"Moore","OK","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",63311,NA,NA,"","","OK0140100","Moore","OK","South","West South Central","moore","OK",63609,"city 50,000 thru 99,999",NA,NA,NA,NA,63609,"Moore, OK","City","South"
"Mooresville,NC,City","Mooresville",0,1,1,6,18,113,4,2017,1,"NC","Mooresville,NC","City",8,135,"Mooresville","NC","From NC","State UCR","Provided by State UCR Program",53767,NA,NA,"","","NC0490100","Mooresville","NC","South","South Atlantic","mooresville","NC",54823,"city 50,000 thru 99,999",NA,NA,NA,NA,54823,"Mooresville, NC","City","South"
"Mount Pleasant,SC,City","Mount Pleasant",0,2,4,3,15,106,5,2018,6,"SC","Mount Pleasant,SC","City",9,126,"Mount Pleasant","SC","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",96320,NA,NA,"","","SC0100300","Mount Pleasant","SC","South","South Atlantic","mount pleasant","SC",96608,"city 50,000 thru 99,999",NA,NA,NA,NA,96608,"Mount Pleasant, SC","City","South"
"Mount Vernon,NY,City","Mount Vernon",0,3,7,23,13,85,14,2017,1,"NY","Mount Vernon,NY","City",33,112,"Mount Vernon","NY","https://www.cmvny.com/518/Annual-Reports-Monthly-Crime-Stats-Histo","Agency Aggregated","Open Source",70812,NA,NA,"","","NY0590300","Mount Vernon","NY","Northeast","Middle Atlantic","mount vernon","NY",70390,"city 50,000 thru 99,999",NA,NA,NA,NA,70390,"Mount Vernon, NY","City","Northeast"
"Mountain View,CA,City","Mountain View",0,3,3,11,34,163,14,2024,12,"CA","Mountain View,CA","City",17,211,"Mountain View","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",80382,NA,NA,"","","CA0431100","Mountain View","CA","West","Pacific","mountain view","CA",81461,"city 50,000 thru 99,999",NA,NA,NA,NA,81461,"Mountain View, CA","City","West"
"Murfreesboro,TN,City","Murfreesboro",0,11,11,43,30,325,27,2017,10,"TN","Murfreesboro,TN","City",65,382,"Murfreesboro","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",166916,NA,NA,"","","TN0750100","Murfreesboro","TN","South","East South Central","murfreesboro","TN",169520,"city 100,000 thru 249,999",NA,NA,NA,NA,169520,"Murfreesboro, TN","City","South"
"Murrieta,CA,City","Murrieta",0,2,3,2,25,108,20,2017,1,"CA","Murrieta,CA","City",7,153,"Murrieta","CA","https://www.murrietaca.gov/759/Police-Activity-Reports","Agency Aggregated","Open Source",115037,NA,NA,"","","CA0334200","Murrieta","CA","West","Pacific","murrieta","CA",112125,"city 100,000 thru 249,999",NA,NA,NA,NA,112125,"Murrieta, CA","City","West"
"Napa,CA,City","Napa",0,2,4,12,27,66,10,2017,6,"CA","Napa,CA","City",18,103,"Napa","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",77956,NA,NA,"","","CA0280200","Napa","CA","West","Pacific","napa","CA",76888,"city 50,000 thru 99,999",NA,NA,NA,NA,76888,"Napa, CA","City","West"
"Nashville,TN,City","Nashville",6,37,133,373,297,1580,224,2018,4,"TN","Nashville,TN","City",549,2101,"Nashville","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency RMS","Open Source",690495,NA,NA,"","","TN0190100","Nashville","TN","South","East South Central","metropolitan nashville p","TN",698987,"city 500,000 thru 999,999",NA,NA,NA,NA,698987,"Nashville, TN","City","South"
"National City,CA,City","National City",0,0,8,15,6,50,39,2023,7,"CA","National City,CA","City",23,95,"National City","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",55270,NA,NA,"","","CA0370900","National City","CA","West","Pacific","national city","CA",54915,"city 50,000 thru 99,999",NA,NA,NA,NA,54915,"National City, CA","City","West"
"New Bedford,MA,City","New Bedford",1,0,22,23,47,150,22,2017,1,"MA","New Bedford,MA","City",46,219,"New Bedford","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",100876,NA,NA,"","","MA0031100","New Bedford","MA","Northeast","New England","new bedford","MA",102491,"city 100,000 thru 249,999",NA,NA,NA,NA,102491,"New Bedford, MA","City","Northeast"
