"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","State.y","city_state.y","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","population.x","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population.y","Agency_Type.y"
"Lincoln,NE,City","Lincoln",0,21,19,38,75,427,22,2017,2,"NE","Lincoln,NE","City",78,524,"Lincoln","NE","Lincoln ,NE","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",293155,NA,NA,"","","NB0550100","Lincoln","NE","Midwest","West North Central",293155,"lincoln","NE",295808,"city 250,000 thru 499,999",NA,NA,NA,NA,NA,"City"
"Little Elm,TX,City","Little Elm",1,1,1,2,5,22,3,2017,1,"TX","Little Elm,TX","City",5,30,"Little Elm","TX","Little Elm ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59954,NA,NA,"","","TX0611300","Little Elm","TX","South","West South Central",59954,"little elm","TX",62837,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Livermore,CA,City","Livermore",0,0,6,8,27,166,42,2017,1,"CA","Livermore,CA","City",14,235,"Livermore","CA","Livermore ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",83155,NA,NA,"","","CA0010700","Livermore","CA","West","Pacific",83155,"livermore","CA",81316,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Livonia,MI,City","Livonia",0,2,0,20,13,116,22,2023,5,"MI","Livonia,MI","City",22,151,"Livonia","MI","Livonia ,MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",93042,NA,NA,"","","MI8253800","Livonia","MI","Midwest","East North Central",93042,"livonia","MI",91189,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Logan,UT,City","Logan",0,0,0,2,3,36,5,2017,1,"UT","Logan,UT","City",2,44,"Logan","UT","Logan ,UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",55645,NA,NA,"","","UT0030100","Logan","UT","West","Mountain",55645,"logan","UT",56083,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Long Beach,CA,City","Long Beach",4,10,85,100,257,678,265,2017,1,"CA","Long Beach,CA","City",199,1200,"Long Beach","CA","Long Beach ,CA","https://www.longbeach.gov/police/crime-info/crime-statistics/","Agency Aggregated","Open Source",444415,NA,NA,"","","CA0194100","Long Beach","CA","West","Pacific",444415,"long beach","CA",444232,"city 250,000 thru 499,999",NA,NA,NA,NA,NA,"City"
"Longview,TX,City","Longview",0,5,10,19,68,194,26,2017,1,"TX","Longview,TX","City",34,288,"Longview","TX","Longview ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",82981,NA,NA,"","","TX0920500","Longview","TX","South","West South Central",82981,"longview","TX",81344,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Lorain,OH,City","Lorain",0,2,4,15,73,107,10,2017,1,"OH","Lorain,OH","City",21,190,"Lorain","OH","Lorain ,OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",65436,NA,NA,"","","OH0470500","Lorain","OH","Midwest","East North Central",65436,"lorain","OH",65374,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Los Angeles,CA,City","Los Angeles",33,189,894,1264,1496,5776,1825,2017,1,"CA","Los Angeles,CA","City",2380,9097,"Los Angeles","CA","Los Angeles ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",3786018,NA,NA,"","","CA0194200","Los Angeles","CA","West","Pacific",3786018,"los angeles","CA",3796352,"city 1,000,000+",NA,NA,NA,NA,NA,"City"
"Los Angeles,CA,County","Los Angeles",11,34,452,556,1232,3192,1255,2017,1,"CA","Los Angeles,CA","County",1053,5679,"Los Angeles","CA","Los Angeles ,CA","https://lasd.org/transparency/part1and2crimedata/#part1","Agency Aggregated","Open Source",1008018,NA,NA,"","","CA0190000","Los Angeles","CA","West","Pacific",1008018,"los angeles","CA",1110752,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"Loudoun,VA,County","Loudoun",0,7,2,14,18,186,6,2017,1,"VA","Loudoun,VA","County",23,210,"Loudoun","VA","Loudoun ,VA","From VA","State UCR","Provided by State UCR Program",378299,NA,NA,"","","VA0530000","Loudoun","VA","South","South Atlantic",378299,"loudoun","VA",385187,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"Louisville,KY,City","Louisville",6,39,112,209,539,1757,382,2017,1,"KY","Louisville,KY","City",366,2678,"Louisville","KY","Louisville ,KY","https://data.louisvilleky.gov/search?tags=lmpd","Agency RMS","Open Source",669468,NA,NA,"","","KY0568000","Louisville","KY","South","East South Central",669468,"louisville metro","KY",676843,"city 500,000 thru 999,999",NA,NA,NA,NA,NA,"City"
"Loveland,CO,City","Loveland",0,3,1,9,7,107,10,2017,1,"CO","Loveland,CO","City",13,124,"Loveland","CO","Loveland ,CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",78656,NA,NA,"","","CO0350400","Loveland","CO","West","Mountain",78656,"loveland","CO",80374,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Lower Merion,PA,City","Lower Merion",0,1,5,3,9,75,2,2017,1,"PA","Lower Merion,PA","City",9,86,"Lower Merion","PA","Lower Merion ,PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",64350,NA,NA,"","","PA0461400","Lower Merion","PA","Northeast","Middle Atlantic",64350,"lower merion township","PA",64290,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Lower Paxton,PA,City","Lower Paxton",0,2,4,4,3,37,1,2017,1,"PA","Lower Paxton,PA","City",10,41,"Lower Paxton","PA","Lower Paxton ,PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",55204,NA,NA,"","","PA0220400","Lower Paxton","PA","Northeast","Middle Atlantic",55204,"lower paxton township","PA",55174,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Lynchburg,VA,City","Lynchburg",0,2,7,17,23,129,7,2017,1,"VA","Lynchburg,VA","City",26,159,"Lynchburg","VA","Lynchburg ,VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",79509,NA,NA,"","","VA1140000","Lynchburg","VA","South","South Atlantic",79509,"lynchburg","VA",80339,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Madera,CA,City","Madera",0,6,14,27,41,102,33,2017,1,"CA","Madera,CA","City",47,176,"Madera","CA","Madera ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",68607,NA,NA,"","","CA0200200","Madera","CA","West","Pacific",68862,"madera","CA",68607,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Manchester,CT,City","Manchester",0,0,1,4,14,99,8,2017,1,"CT","Manchester,CT","City",5,121,"Manchester","CT","Manchester ,CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",59408,NA,NA,"","","CT0007700","Manchester","CT","Northeast","New England",59408,"manchester","CT",59378,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Manchester,NH,City","Manchester",0,9,16,39,45,157,12,2017,1,"NH","Manchester,NH","City",64,214,"Manchester","NH","Manchester ,NH","https://www.manchesternh.gov/Departments/Police/Administrative-Division/Crime-Analysis/Interactive-Data-Dashboards","Agency Aggregated","Open Source",114963,NA,NA,"","","NH0063400","Manchester","NH","Northeast","New England",114963,"manchester","NH",115464,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Mansfield,TX,City","Mansfield",0,0,1,2,12,43,4,2017,1,"TX","Mansfield,TX","City",3,59,"Mansfield","TX","Mansfield ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",78788,NA,NA,"","","TX2202000","Mansfield","TX","South","West South Central",78788,"mansfield","TX",74436,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Manteca,CA,City","Manteca",1,0,8,3,26,149,31,2017,1,"CA","Manteca,CA","City",12,206,"Manteca","CA","Manteca ,CA","https://www.manteca.gov/departments/police-department/crime-information","Agency Aggregated","Open Source",88518,NA,NA,"","","CA0390300","Manteca","CA","West","Pacific",88518,"manteca","CA",93538,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Maple Grove,MN,City","Maple Grove",0,0,1,3,8,79,6,2017,1,"MN","Maple Grove,MN","City",4,93,"Maple Grove","MN","Maple Grove ,MN","https://cde.state.mn.us/","State UCR","Open Source",70729,NA,NA,"","","MN0272700","Maple Grove","MN","Midwest","West North Central",70729,"maple grove","MN",71622,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Marana,AZ,City","Marana",0,0,1,1,4,94,5,2017,1,"AZ","Marana,AZ","City",2,103,"Marana","AZ","Marana ,AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",57718,NA,NA,"","","AZ0100900","Marana","AZ","West","Mountain",57718,"marana","AZ",60507,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Marietta,GA,City","Marietta",0,-1,14,2,29,138,17,2017,1,"GA","Marietta,GA","City",15,184,"Marietta","GA","Marietta ,GA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",63354,NA,NA,"","","GA0330300","Marietta","GA","South","South Atlantic",63407,"marietta","GA",63354,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"McAllen,TX,City","McAllen",2,2,4,15,16,316,4,2017,1,"TX","McAllen,TX","City",23,336,"McAllen","TX","McAllen ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",145684,NA,NA,"","","TX1080800","McAllen","TX","South","West South Central",145684,"mcallen","TX",148017,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Mckinney,TX,City","Mckinney",0,7,7,7,23,163,22,2017,1,"TX","Mckinney,TX","City",21,208,"Mckinney","TX","Mckinney ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",212716,NA,NA,"","","TX0430500","Mckinney","TX","South","West South Central",212716,"mckinney","TX",219132,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Medford,MA,City","Medford",0,2,1,3,6,39,8,2017,1,"MA","Medford,MA","City",6,53,"Medford","MA","Medford ,MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",68280,NA,NA,"","","MA0093000","Medford","MA","Northeast","New England",68280,"medford","MA",59601,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Memphis,TN,City","Memphis",18,61,335,668,802,2132,394,2017,1,"TN","Memphis,TN","City",1082,3328,"Memphis","TN","Memphis ,TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency Aggregated","Open Source",616061,NA,NA,"","","TNMPD0000","Memphis","TN","South","East South Central",616061,"memphis","TN",613207,"city 500,000 thru 999,999",NA,NA,NA,NA,NA,"City"
"Merced,CA,City","Merced",0,2,19,28,67,133,50,2017,1,"CA","Merced,CA","City",49,250,"Merced","CA","Merced ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",94125,NA,NA,"","","CA0240600","Merced","CA","West","Pacific",94125,"merced","CA",96077,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Meridian,ID,City","Meridian",0,4,2,11,3,39,4,2017,1,"ID","Meridian,ID","City",17,46,"Meridian","ID","Meridian ,ID","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",135239,NA,NA,"","","ID0010300","Meridian","ID","West","Mountain",135239,"meridian","ID",140353,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Mesa,AZ,City","Mesa",0,25,36,80,199,748,90,2017,1,"AZ","Mesa,AZ","City",141,1037,"Mesa","AZ","Mesa ,AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",515848,NA,NA,"","","AZ0071700","Mesa","AZ","West","Mountain",515848,"mesa","AZ",513585,"city 500,000 thru 999,999",NA,NA,NA,NA,NA,"City"
"Miami Beach,FL,City","Miami Beach",0,8,25,21,47,603,39,2017,1,"FL","Miami Beach,FL","City",54,689,"Miami Beach","FL","Miami Beach ,FL","https://www.miamibeachfl.gov/yourmbpd/monthlycrimesdatareport/","Agency Aggregated","Open Source",78824,NA,NA,"Population via FBI CIUS 2020","","FL0130700","Miami Beach","FL","South","South Atlantic",78824,"miami beach","FL",78676,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Miami,FL,City","Miami",4,7,90,248,211,1420,182,2017,1,"FL","Miami,FL","City",349,1813,"Miami","FL","Miami ,FL","https://www.miami-police.org/Records-Data_Download_Files.html","Agency RMS","Open Source",452929,NA,NA,"","","FL0130600","Miami","FL","South","South Atlantic",452929,"miami","FL",460392,"city 250,000 thru 499,999",NA,NA,NA,NA,NA,"City"
"Middletown,OH,City","Middletown",1,5,8,9,61,182,17,2017,1,"OH","Middletown,OH","City",23,260,"Middletown","OH","Middletown ,OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",51328,NA,NA,"","","OH0090300","Middletown","OH","Midwest","East North Central",51328,"middletown","OH",47684,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Midwest City,OK,City","Midwest City",3,4,10,7,34,121,11,2017,1,"OK","Midwest City,OK","City",24,166,"Midwest City","OK","Midwest City ,OK","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57961,NA,NA,"","","OK0550400","Midwest City","OK","South","West South Central",57696,"midwest city","OK",57961,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Milford,CT,City","Milford",0,0,3,1,6,67,8,2017,1,"CT","Milford,CT","City",4,81,"Milford","CT","Milford ,CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",53011,NA,NA,"","","CT0008400","Milford","CT","Northeast","New England",53011,"milford","CT",53065,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Millcreek,PA,City","Millcreek",0,2,0,10,8,32,1,2017,1,"PA","Millcreek,PA","City",12,41,"Millcreek","PA","Millcreek ,PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",53119,NA,NA,"Erie County","","PA0250300","Millcreek","PA","Northeast","Middle Atlantic",53119,"millcreek township","PA",52803,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Minneapolis,MN,City","Minneapolis",5,45,139,168,230,909,235,2017,1,"MN","Minneapolis,MN","City",357,1374,"Minneapolis","MN","Minneapolis ,MN","https://cde.state.mn.us/","State UCR","Open Source",422341,NA,NA,"","","MN0271100","Minneapolis","MN","Midwest","West North Central",422341,"minneapolis","MN",423282,"city 250,000 thru 499,999",NA,NA,NA,NA,NA,"City"
"Minnetonka,MN,City","Minnetonka",0,0,1,1,9,58,2,2017,1,"MN","Minnetonka,MN","City",2,69,"Minnetonka","MN","Minnetonka ,MN","https://cde.state.mn.us/","State UCR","Open Source",51791,NA,NA,"","","MN0271200","Minnetonka","MN","Midwest","West North Central",51791,"minnetonka","MN",51935,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Mission Viejo,CA,City","Mission Viejo",0,1,4,4,19,75,6,2017,1,"CA","Mission Viejo,CA","City",9,100,"Mission Viejo","CA","Mission Viejo ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",89699,NA,NA,"","","CA030350X","Mission Viejo","CA","West","Pacific",90944,NA,NA,NA,NA,NA,NA,NA,NA,NA,"City"
"Missoula,MT,City","Missoula",0,5,1,16,22,155,11,2017,1,"MT","Missoula,MT","City",22,188,"Missoula","MT","Missoula ,MT","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",78911,NA,NA,"","","MT0320100","Missoula","MT","West","Mountain",78269,"missoula","MT",78911,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Missouri City,TX,City","Missouri City",0,0,8,11,18,83,7,2017,1,"TX","Missouri City,TX","City",19,108,"Missouri City","TX","Missouri City ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",77560,NA,NA,"","","TX0790100","Missouri City","TX","South","West South Central",77560,"missouri city","TX",71653,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Mobile,AL,City","Mobile",3,NA,NA,NA,NA,NA,NA,2017,1,"AL","Mobile,AL","City",3,0,"Mobile","AL","Mobile ,AL","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",237469,NA,NA,"","","AL0020100","Mobile","AL","South","East South Central",237469,"mobile","AL",237092,"city 100,000 thru 249,999",NA,NA,NA,102,58268,"City"
"Monterey Park,CA,City","Monterey Park",0,2,5,2,31,99,18,2017,1,"CA","Monterey Park,CA","City",9,148,"Monterey Park","CA","Monterey Park ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57419,NA,NA,"","","CA0194800","Monterey Park","CA","West","Pacific",57419,"monterey park","CA",56904,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Monterey,CA,County","Monterey",2,2,1,10,33,70,4,2017,1,"CA","Monterey,CA","County",15,107,"Monterey","CA","Monterey ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",103695,NA,NA,"","","CA0270000","Monterey","CA","West","Pacific",103695,"monterey","CA",107372,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"Montgomery,MD,County","Montgomery",3,37,76,61,168,984,87,2017,1,"MD","Montgomery,MD","County",177,1239,"Montgomery","MD","Montgomery ,MD","https://data.montgomerycountymd.gov/Public-Safety/Crime/icn6-v9z3/explore/query/SELECT%0A%20%20%60incident_id%60%2C%0A%20%20%60offence_code%60%2C%0A%20%20%60case_number%60%2C%0A%20%20%60date%60%2C%0A%20%20%60start_date%60%2C%0A%20%20%60end_date%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60victims%60%2C%0A%20%20%60crimename1%60%2C%0A%20%20%60crimename2%60%2C%0A%20%20%60crimename3%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60zip_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60place%60%2C%0A%20%20%60sector%60%2C%0A%20%20%60beat%60%2C%0A%20%20%60pra%60%2C%0A%20%20%60address_number%60%2C%0A%20%20%60street_prefix_dir%60%2C%0A%20%20%60address_street%60%2C%0A%20%20%60street_suffix_dir%60%2C%0A%20%20%60street_type%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60police_district_number%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60start_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",896963,NA,NA,"","","MD0160400","Montgomery","MD","South","South Atlantic",896963,"montgomery county pd","MD",915053,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"Montgomery,TX,County","Montgomery",2,3,4,32,89,225,39,2017,1,"TX","Montgomery,TX","County",41,353,"Montgomery","TX","Montgomery ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",565355,NA,NA,"","","TX1700000","Montgomery","TX","South","West South Central",565355,"montgomery","TX",600014,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"Moore,OK,City","Moore",0,2,1,3,17,72,9,2017,1,"OK","Moore,OK","City",6,98,"Moore","OK","Moore ,OK","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",63609,NA,NA,"","","OK0140100","Moore","OK","South","West South Central",63311,"moore","OK",63609,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Mooresville,NC,City","Mooresville",0,1,1,6,18,113,4,2017,1,"NC","Mooresville,NC","City",8,135,"Mooresville","NC","Mooresville ,NC","From NC","State UCR","Provided by State UCR Program",53767,NA,NA,"","","NC0490100","Mooresville","NC","South","South Atlantic",53767,"mooresville","NC",54823,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Mount Pleasant,SC,City","Mount Pleasant",0,3,4,12,16,85,7,2017,1,"SC","Mount Pleasant,SC","City",19,108,"Mount Pleasant","SC","Mount Pleasant ,SC","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",96608,NA,NA,"","","SC0100300","Mount Pleasant","SC","South","South Atlantic",96320,"mount pleasant","SC",96608,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Mount Prospect,IL,City","Mount Prospect",0,0,1,0,4,50,4,2017,1,"IL","Mount Prospect,IL","City",1,58,"Mount Prospect","IL","Mount Prospect ,IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",53932,NA,NA,"Inferred Jan-Mar 2021 counts from annual average","","IL0167200","Mount Prospect","IL","Midwest","East North Central",53932,"mount prospect","IL",53523,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Mount Vernon,NY,City","Mount Vernon",0,3,7,23,13,85,14,2017,1,"NY","Mount Vernon,NY","City",33,112,"Mount Vernon","NY","Mount Vernon ,NY","https://www.cmvny.com/518/Annual-Reports-Monthly-Crime-Stats-Histo","Agency Aggregated","Open Source",70812,NA,NA,"","","NY0590300","Mount Vernon","NY","Northeast","Middle Atlantic",70812,"mount vernon","NY",70390,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Mountain View,CA,City","Mountain View",0,1,8,2,38,154,3,2017,1,"CA","Mountain View,CA","City",11,195,"Mountain View","CA","Mountain View ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",80382,NA,NA,"","","CA0431100","Mountain View","CA","West","Pacific",80382,"mountain view","CA",81461,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Murfreesboro,TN,City","Murfreesboro",0,10,10,49,46,266,23,2017,1,"TN","Murfreesboro,TN","City",69,335,"Murfreesboro","TN","Murfreesboro ,TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",166916,NA,NA,"","","TN0750100","Murfreesboro","TN","South","East South Central",166916,"murfreesboro","TN",169520,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Murrieta,CA,City","Murrieta",0,2,3,2,25,108,20,2017,1,"CA","Murrieta,CA","City",7,153,"Murrieta","CA","Murrieta ,CA","https://www.murrietaca.gov/759/Police-Activity-Reports","Agency Aggregated","Open Source",115037,NA,NA,"","","CA0334200","Murrieta","CA","West","Pacific",115037,"murrieta","CA",112125,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"Napa,CA,City","Napa",0,5,2,13,31,97,19,2017,1,"CA","Napa,CA","City",20,147,"Napa","CA","Napa ,CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",77956,NA,NA,"","","CA0280200","Napa","CA","West","Pacific",77956,"napa","CA",76888,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"Nashville,TN,City","Nashville",9,42,192,459,345,1537,238,2017,1,"TN","Nashville,TN","City",702,2120,"Nashville","TN","Nashville ,TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency RMS","Open Source",690495,NA,NA,"","","TN0190100","Nashville","TN","South","East South Central",690495,"metropolitan nashville p","TN",698987,"city 500,000 thru 999,999",NA,NA,NA,NA,NA,"City"
"National City,CA,City","National City",0,0,8,15,6,50,39,2023,7,"CA","National City,CA","City",23,95,"National City","CA","National City ,CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",55270,NA,NA,"","","CA0370900","National City","CA","West","Pacific",55270,"national city","CA",54915,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"New Bedford,MA,City","New Bedford",1,0,22,23,47,150,22,2017,1,"MA","New Bedford,MA","City",46,219,"New Bedford","MA","New Bedford ,MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",100876,NA,NA,"","","MA0031100","New Bedford","MA","Northeast","New England",100876,"new bedford","MA",102491,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"New Braunfels,TX,City","New Braunfels",0,3,2,9,17,92,9,2017,1,"TX","New Braunfels,TX","City",14,118,"New Braunfels","TX","New Braunfels ,TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111942,NA,NA,"","","TX0460100","New Braunfels","TX","South","West South Central",111942,"new braunfels","TX",91816,"city 100,000 thru 249,999",NA,NA,NA,NA,NA,"City"
"New Britain,CT,City","New Britain",0,4,7,7,49,88,23,2017,1,"CT","New Britain,CT","City",18,160,"New Britain","CT","New Britain ,CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",74609,NA,NA,"","","CT0008900","New Britain","CT","Northeast","New England",74609,"new britain","CT",74528,"city 50,000 thru 99,999",NA,NA,NA,NA,NA,"City"
"New Hanover,NC,County","New Hanover",0,0,4,8,38,112,5,2017,1,"NC","New Hanover,NC","County",12,155,"New Hanover","NC","New Hanover ,NC","From NC","State UCR","Provided by State UCR Program",105363,NA,NA,"","","NC0650000","New Hanover","NC","South","South Atlantic",105363,"new hanover","NC",108345,"msa-county 100,000+",NA,NA,NA,NA,NA,"County"
"New Orleans,LA,City","New Orleans",23,NA,114,116,250,959,218,2017,1,"LA","New Orleans,LA","City",253,1427,"New Orleans","LA","New Orleans ,LA","https://data.nola.gov/Public-Safety-and-Preparedness/Electronic-Police-Report-2024/c5iy-ew8n/explore/query/SELECT%0A%20%20%60item_number%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60disposition%60%2C%0A%20%20%60signal_type%60%2C%0A%20%20%60signal_description%60%2C%0A%20%20%60occurred_date_time%60%2C%0A%20%20%60charge_code%60%2C%0A%20%20%60charge_description%60%2C%0A%20%20%60offender_number%60%2C%0A%20%20%60offenderid%60%2C%0A%20%20%60offenderstatus%60%2C%0A%20%20%60offender_race%60%2C%0A%20%20%60offender_gender%60%2C%0A%20%20%60offender_age%60%2C%0A%20%20%60victim_number%60%2C%0A%20%20%60persontype%60%2C%0A%20%20%60victim_race%60%2C%0A%20%20%60victim_gender%60%2C%0A%20%20%60victim_age%60%2C%0A%20%20%60victim_fatal_status%60%2C%0A%20%20%60hate_crime%60%2C%0A%20%20%60report_type%60/page/filter","Agency RMS","Open Source",364197,NA,NA,"","","LANPD0000","New Orleans","LA","South","West South Central",364197,"new orleans","LA",361802,"city 250,000 thru 499,999",NA,NA,NA,NA,NA,"City"
