"agency_name","state_name","crime_type","ytd_month_range","two_years_prior_full","previous_year_full","two_years_prior_previous_year_full_pct_change","two_years_prior_ytd","previous_year_ytd","current_year_ytd","two_years_prior_current_year_ytd_pct_change","previous_year_current_year_ytd_pct_change","population","number_of_agencies","last_updated"
"Nampa","Idaho","aggravated_assault","Jan - Aug 2025",320,311,-2.8125,213,245,170,-20.18779342723,-30.6122448979592,116116,1,"2026-01-19 09:07:50 EST"
"Nampa","Idaho","burglary","Jan - Aug 2025",147,181,23.1292517006803,106,145,68,-35.8490566037736,-53.1034482758621,116116,1,"2026-01-19 09:07:50 EST"
"Nampa","Idaho","motor_vehicle_theft","Jan - Aug 2025",113,103,-8.84955752212389,82,64,54,-34.1463414634146,-15.625,116116,1,"2026-01-19 09:07:50 EST"
"Nampa","Idaho","murder","Jan - Aug 2025",4,3,-25,3,2,1,-66.6666666666667,-50,116116,1,"2026-01-19 09:07:50 EST"
"Nampa","Idaho","property_crime","Jan - Aug 2025",0,0,NA,0,0,0,NA,NA,116116,1,"2026-01-19 09:07:50 EST"
"Nampa","Idaho","rape","Jan - Aug 2025",104,100,-3.84615384615385,67,77,64,-4.47761194029851,-16.8831168831169,116116,1,"2026-01-19 09:07:50 EST"
"Nampa","Idaho","robbery","Jan - Aug 2025",19,19,0,11,16,10,-9.09090909090909,-37.5,116116,1,"2026-01-19 09:07:50 EST"
"Nampa","Idaho","theft","Jan - Aug 2025",793,633,-20.1765447667087,555,427,423,-23.7837837837838,-0.936768149882904,116116,1,"2026-01-19 09:07:50 EST"
"Nampa","Idaho","violent_crime","Jan - Aug 2025",0,0,NA,0,0,0,NA,NA,116116,1,"2026-01-19 09:07:50 EST"
"Napa","California","aggravated_assault","Jan - Nov 2025",212,167,-21.2264150943396,196,160,113,-42.3469387755102,-29.375,77956,1,"2026-01-19 09:07:50 EST"
"Napa","California","burglary","Jan - Nov 2025",135,66,-51.1111111111111,131,58,52,-60.3053435114504,-10.3448275862069,77956,1,"2026-01-19 09:07:50 EST"
"Napa","California","motor_vehicle_theft","Jan - Nov 2025",146,117,-19.8630136986301,137,106,59,-56.9343065693431,-44.3396226415094,77956,1,"2026-01-19 09:07:50 EST"
"Napa","California","murder","Jan - Nov 2025",0,4,Inf,0,4,2,Inf,-50,77956,1,"2026-01-19 09:07:50 EST"
"Napa","California","property_crime","Jan - Nov 2025",1385,1069,-22.8158844765343,1288,972,793,-38.4316770186335,-18.4156378600823,77956,1,"2026-01-19 09:07:50 EST"
"Napa","California","rape","Jan - Nov 2025",46,22,-52.1739130434783,43,19,18,-58.1395348837209,-5.26315789473684,77956,1,"2026-01-19 09:07:50 EST"
"Napa","California","robbery","Jan - Nov 2025",36,35,-2.77777777777778,32,31,22,-31.25,-29.0322580645161,77956,1,"2026-01-19 09:07:50 EST"
"Napa","California","theft","Jan - Nov 2025",1104,886,-19.7463768115942,1020,808,682,-33.1372549019608,-15.5940594059406,77956,1,"2026-01-19 09:07:50 EST"
"Napa","California","violent_crime","Jan - Nov 2025",294,228,-22.4489795918367,271,214,155,-42.8044280442804,-27.5700934579439,77956,1,"2026-01-19 09:07:50 EST"
"Nashua","New Hampshire","aggravated_assault","Jan - Jan 2025",54,84,55.5555555555556,2,7,3,50,-57.1428571428571,91145,1,"2026-01-19 09:07:50 EST"
"Nashua","New Hampshire","burglary","Jan - Jan 2025",33,32,-3.03030303030303,4,4,3,-25,-25,91145,1,"2026-01-19 09:07:50 EST"
"Nashua","New Hampshire","motor_vehicle_theft","Jan - Jan 2025",56,80,42.8571428571429,3,5,4,33.3333333333333,-20,91145,1,"2026-01-19 09:07:50 EST"
"Nashua","New Hampshire","murder","Jan - Jan 2025",1,0,-100,0,0,0,NA,NA,91145,1,"2026-01-19 09:07:50 EST"
"Nashua","New Hampshire","property_crime","Jan - Jan 2025",0,0,NA,0,0,0,NA,NA,91145,1,"2026-01-19 09:07:50 EST"
"Nashua","New Hampshire","rape","Jan - Jan 2025",44,49,11.3636363636364,7,3,2,-71.4285714285714,-33.3333333333333,91145,1,"2026-01-19 09:07:50 EST"
"Nashua","New Hampshire","robbery","Jan - Jan 2025",16,13,-18.75,3,1,1,-66.6666666666667,0,91145,1,"2026-01-19 09:07:50 EST"
"Nashua","New Hampshire","theft","Jan - Jan 2025",930,1057,13.6559139784946,66,79,76,15.1515151515152,-3.79746835443038,91145,1,"2026-01-19 09:07:50 EST"
"Nashua","New Hampshire","violent_crime","Jan - Jan 2025",0,0,NA,0,0,0,NA,NA,91145,1,"2026-01-19 09:07:50 EST"
"Nashville","Tennessee","aggravated_assault","Jan - Nov 2025",6456,6285,-2.64869888475836,5983,5815,4927,-17.6500083570115,-15.2708512467756,690495,1,"2026-01-19 09:07:50 EST"
"Nashville","Tennessee","burglary","Jan - Nov 2025",2891,2981,3.11310965063992,2643,2738,2403,-9.08059023836549,-12.2352081811541,690495,1,"2026-01-19 09:07:50 EST"
"Nashville","Tennessee","motor_vehicle_theft","Jan - Nov 2025",5446,5129,-5.82078589790672,4752,4633,3731,-21.4856902356902,-19.4690265486726,690495,1,"2026-01-19 09:07:50 EST"
"Nashville","Tennessee","murder","Jan - Nov 2025",98,102,4.08163265306122,91,96,52,-42.8571428571429,-45.8333333333333,690495,1,"2026-01-19 09:07:50 EST"
"Nashville","Tennessee","property_crime","Jan - Nov 2025",31417,32132,2.27583792214406,28332,29319,25095,-11.4252435408725,-14.4070398035404,690495,1,"2026-01-19 09:07:50 EST"
"Nashville","Tennessee","rape","Jan - Nov 2025",466,507,8.79828326180258,441,475,438,-0.680272108843537,-7.78947368421053,690495,1,"2026-01-19 09:07:50 EST"
"Nashville","Tennessee","robbery","Jan - Nov 2025",1164,1114,-4.29553264604811,1065,1019,709,-33.4272300469484,-30.4219823356232,690495,1,"2026-01-19 09:07:50 EST"
"Nashville","Tennessee","theft","Jan - Nov 2025",23080,24022,4.08145580589255,20937,21948,18961,-9.43783732148827,-13.6094404957171,690495,1,"2026-01-19 09:07:50 EST"
"Nashville","Tennessee","violent_crime","Jan - Nov 2025",8184,8008,-2.1505376344086,7580,7405,6126,-19.1820580474934,-17.272113436867,690495,1,"2026-01-19 09:07:50 EST"
"Nassau County","New York","aggravated_assault","Jan - Apr 2025",0,0,NA,0,0,0,NA,NA,1077192,1,"2026-01-19 09:07:50 EST"
"Nassau County","New York","burglary","Jan - Apr 2025",1028,748,-27.2373540856031,303,284,174,-42.5742574257426,-38.7323943661972,1077192,1,"2026-01-19 09:07:50 EST"
"Nassau County","New York","motor_vehicle_theft","Jan - Apr 2025",600,743,23.8333333333333,144,195,217,50.6944444444444,11.2820512820513,1077192,1,"2026-01-19 09:07:50 EST"
"Nassau County","New York","murder","Jan - Apr 2025",9,9,0,5,1,4,-20,300,1077192,1,"2026-01-19 09:07:50 EST"
"Nassau County","New York","property_crime","Jan - Apr 2025",0,0,NA,0,0,0,NA,NA,1077192,1,"2026-01-19 09:07:50 EST"
"Nassau County","New York","rape","Jan - Apr 2025",0,0,NA,0,0,0,NA,NA,1077192,1,"2026-01-19 09:07:50 EST"
"Nassau County","New York","robbery","Jan - Apr 2025",467,368,-21.1991434689507,137,140,87,-36.4963503649635,-37.8571428571429,1077192,1,"2026-01-19 09:07:50 EST"
"Nassau County","New York","theft","Jan - Apr 2025",0,0,NA,0,0,0,NA,NA,1077192,1,"2026-01-19 09:07:50 EST"
"Nassau County","New York","violent_crime","Jan - Apr 2025",0,0,NA,0,0,0,NA,NA,1077192,1,"2026-01-19 09:07:50 EST"
"National City","California","aggravated_assault","Jan - Nov 2025",233,251,7.72532188841202,209,238,227,8.61244019138756,-4.6218487394958,55270,1,"2026-01-19 09:07:50 EST"
"National City","California","burglary","Jan - Nov 2025",143,129,-9.79020979020979,129,121,68,-47.2868217054264,-43.801652892562,55270,1,"2026-01-19 09:07:50 EST"
"National City","California","motor_vehicle_theft","Jan - Nov 2025",354,348,-1.69491525423729,325,330,231,-28.9230769230769,-30,55270,1,"2026-01-19 09:07:50 EST"
"National City","California","murder","Jan - Nov 2025",1,4,300,0,3,5,Inf,66.6666666666667,55270,1,"2026-01-19 09:07:50 EST"
"National City","California","property_crime","Jan - Nov 2025",1215,1099,-9.54732510288066,1111,1031,952,-14.3114311431143,-7.66246362754607,55270,1,"2026-01-19 09:07:50 EST"
"National City","California","rape","Jan - Nov 2025",19,23,21.0526315789474,17,23,22,29.4117647058824,-4.34782608695652,55270,1,"2026-01-19 09:07:50 EST"
"National City","California","robbery","Jan - Nov 2025",116,119,2.58620689655172,107,107,93,-13.0841121495327,-13.0841121495327,55270,1,"2026-01-19 09:07:50 EST"
"National City","California","theft","Jan - Nov 2025",718,622,-13.3704735376045,657,580,653,-0.60882800608828,12.5862068965517,55270,1,"2026-01-19 09:07:50 EST"
"National City","California","violent_crime","Jan - Nov 2025",369,397,7.58807588075881,333,371,347,4.2042042042042,-6.46900269541779,55270,1,"2026-01-19 09:07:50 EST"
"New Bedford","Massachusetts","aggravated_assault","Jan - Nov 2025",351,230,-34.4729344729345,321,207,207,-35.5140186915888,0,100876,1,"2026-01-19 09:07:50 EST"
"New Bedford","Massachusetts","burglary","Jan - Nov 2025",257,189,-26.4591439688716,237,175,182,-23.2067510548523,4,100876,1,"2026-01-19 09:07:50 EST"
"New Bedford","Massachusetts","motor_vehicle_theft","Jan - Nov 2025",337,250,-25.8160237388724,319,238,249,-21.9435736677116,4.6218487394958,100876,1,"2026-01-19 09:07:50 EST"
"New Bedford","Massachusetts","murder","Jan - Nov 2025",4,7,75,4,7,4,0,-42.8571428571429,100876,1,"2026-01-19 09:07:50 EST"
"New Bedford","Massachusetts","property_crime","Jan - Nov 2025",1571,1395,-11.2030553787397,1454,1260,1461,0.481430536451169,15.952380952381,100876,1,"2026-01-19 09:07:50 EST"
"New Bedford","Massachusetts","rape","Jan - Nov 2025",55,46,-16.3636363636364,55,44,50,-9.09090909090909,13.6363636363636,100876,1,"2026-01-19 09:07:50 EST"
"New Bedford","Massachusetts","robbery","Jan - Nov 2025",99,80,-19.1919191919192,91,73,62,-31.8681318681319,-15.0684931506849,100876,1,"2026-01-19 09:07:50 EST"
"New Bedford","Massachusetts","theft","Jan - Nov 2025",977,956,-2.14943705220061,898,847,1030,14.6993318485523,21.6056670602125,100876,1,"2026-01-19 09:07:50 EST"
"New Bedford","Massachusetts","violent_crime","Jan - Nov 2025",509,363,-28.6836935166994,471,331,323,-31.4225053078556,-2.41691842900302,100876,1,"2026-01-19 09:07:50 EST"
"New Braunfels","Texas","aggravated_assault","Jan - Nov 2025",117,148,26.4957264957265,100,137,184,84,34.3065693430657,111942,1,"2026-01-19 09:07:50 EST"
"New Braunfels","Texas","burglary","Jan - Nov 2025",238,150,-36.9747899159664,227,143,105,-53.7444933920705,-26.5734265734266,111942,1,"2026-01-19 09:07:50 EST"
"New Braunfels","Texas","motor_vehicle_theft","Jan - Nov 2025",185,124,-32.972972972973,171,115,90,-47.3684210526316,-21.7391304347826,111942,1,"2026-01-19 09:07:50 EST"
"New Braunfels","Texas","murder","Jan - Nov 2025",0,2,Inf,0,2,1,Inf,-50,111942,1,"2026-01-19 09:07:50 EST"
"New Braunfels","Texas","property_crime","Jan - Nov 2025",1388,1518,9.36599423631124,1291,1385,1277,-1.0844306738962,-7.79783393501805,111942,1,"2026-01-19 09:07:50 EST"
"New Braunfels","Texas","rape","Jan - Nov 2025",22,20,-9.09090909090909,20,17,60,200,252.941176470588,111942,1,"2026-01-19 09:07:50 EST"
"New Braunfels","Texas","robbery","Jan - Nov 2025",24,15,-37.5,23,15,15,-34.7826086956522,0,111942,1,"2026-01-19 09:07:50 EST"
"New Braunfels","Texas","theft","Jan - Nov 2025",965,1244,28.9119170984456,893,1127,1082,21.1646136618141,-3.99290150842946,111942,1,"2026-01-19 09:07:50 EST"
"New Braunfels","Texas","violent_crime","Jan - Nov 2025",163,185,13.4969325153374,143,171,260,81.8181818181818,52.046783625731,111942,1,"2026-01-19 09:07:50 EST"
"New Britain","Connecticut","aggravated_assault","Jan - Nov 2025",260,234,-10,238,217,205,-13.8655462184874,-5.52995391705069,74609,1,"2026-01-19 09:07:50 EST"
"New Britain","Connecticut","burglary","Jan - Nov 2025",107,99,-7.47663551401869,94,89,93,-1.06382978723404,4.49438202247191,74609,1,"2026-01-19 09:07:50 EST"
"New Britain","Connecticut","motor_vehicle_theft","Jan - Nov 2025",384,362,-5.72916666666667,342,319,285,-16.6666666666667,-10.6583072100313,74609,1,"2026-01-19 09:07:50 EST"
"New Britain","Connecticut","murder","Jan - Nov 2025",3,3,0,1,3,3,200,0,74609,1,"2026-01-19 09:07:50 EST"
"New Britain","Connecticut","property_crime","Jan - Nov 2025",1715,1462,-14.7521865889213,1546,1284,1143,-26.0672703751617,-10.981308411215,74609,1,"2026-01-19 09:07:50 EST"
"New Britain","Connecticut","rape","Jan - Nov 2025",50,35,-30,48,33,38,-20.8333333333333,15.1515151515152,74609,1,"2026-01-19 09:07:50 EST"
"New Britain","Connecticut","robbery","Jan - Nov 2025",65,51,-21.5384615384615,60,47,52,-13.3333333333333,10.6382978723404,74609,1,"2026-01-19 09:07:50 EST"
"New Britain","Connecticut","theft","Jan - Nov 2025",1224,1001,-18.218954248366,1110,876,765,-31.0810810810811,-12.6712328767123,74609,1,"2026-01-19 09:07:50 EST"
"New Britain","Connecticut","violent_crime","Jan - Nov 2025",378,323,-14.5502645502645,347,300,298,-14.1210374639769,-0.666666666666667,74609,1,"2026-01-19 09:07:50 EST"
"New Hanover County","North Carolina","aggravated_assault","Jan - Nov 2025",105,104,-0.952380952380952,100,94,132,32,40.4255319148936,105363,1,"2026-01-19 09:07:50 EST"
"New Hanover County","North Carolina","burglary","Jan - Nov 2025",165,165,0,146,151,137,-6.16438356164384,-9.27152317880795,105363,1,"2026-01-19 09:07:50 EST"
"New Hanover County","North Carolina","motor_vehicle_theft","Jan - Nov 2025",51,71,39.2156862745098,48,69,76,58.3333333333333,10.1449275362319,105363,1,"2026-01-19 09:07:50 EST"
"New Hanover County","North Carolina","murder","Jan - Nov 2025",4,7,75,3,6,5,66.6666666666667,-16.6666666666667,105363,1,"2026-01-19 09:07:50 EST"
"New Hanover County","North Carolina","property_crime","Jan - Nov 2025",1192,1256,5.36912751677852,1071,1175,1070,-0.0933706816059757,-8.93617021276596,105363,1,"2026-01-19 09:07:50 EST"
"New Hanover County","North Carolina","rape","Jan - Nov 2025",12,24,100,10,21,34,240,61.9047619047619,105363,1,"2026-01-19 09:07:50 EST"
"New Hanover County","North Carolina","robbery","Jan - Nov 2025",14,12,-14.2857142857143,14,11,22,57.1428571428571,100,105363,1,"2026-01-19 09:07:50 EST"
"New Hanover County","North Carolina","theft","Jan - Nov 2025",976,1020,4.50819672131148,877,955,857,-2.28050171037628,-10.261780104712,105363,1,"2026-01-19 09:07:50 EST"
"New Hanover County","North Carolina","violent_crime","Jan - Nov 2025",135,147,8.88888888888889,127,132,193,51.9685039370079,46.2121212121212,105363,1,"2026-01-19 09:07:50 EST"
"New Haven","Connecticut","aggravated_assault","Jan - Oct 2025",408,431,5.63725490196078,335,370,268,-20,-27.5675675675676,141481,1,"2026-01-19 09:07:50 EST"
"New Haven","Connecticut","burglary","Jan - Oct 2025",452,548,21.2389380530973,383,472,290,-24.2819843342037,-38.5593220338983,141481,1,"2026-01-19 09:07:50 EST"
"New Haven","Connecticut","motor_vehicle_theft","Jan - Oct 2025",1326,1128,-14.9321266968326,1094,976,718,-34.3692870201097,-26.4344262295082,141481,1,"2026-01-19 09:07:50 EST"
"New Haven","Connecticut","murder","Jan - Oct 2025",22,15,-31.8181818181818,18,11,14,-22.2222222222222,27.2727272727273,141481,1,"2026-01-19 09:07:50 EST"
"New Haven","Connecticut","property_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,141481,1,"2026-01-19 09:07:50 EST"
"New Haven","Connecticut","rape","Jan - Oct 2025",60,44,-26.6666666666667,48,39,25,-47.9166666666667,-35.8974358974359,141481,1,"2026-01-19 09:07:50 EST"
"New Haven","Connecticut","robbery","Jan - Oct 2025",285,250,-12.280701754386,228,222,154,-32.4561403508772,-30.6306306306306,141481,1,"2026-01-19 09:07:50 EST"
"New Haven","Connecticut","theft","Jan - Oct 2025",3451,3405,-1.33294697189221,2767,2906,2588,-6.46910010842067,-10.942876806607,141481,1,"2026-01-19 09:07:50 EST"
"New Haven","Connecticut","violent_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,141481,1,"2026-01-19 09:07:50 EST"
"New Orleans","Louisiana","aggravated_assault","Jan - Nov 2025",0,0,NA,0,0,0,NA,NA,364197,1,"2026-01-19 09:07:50 EST"
"New Orleans","Louisiana","burglary","Jan - Nov 2025",0,0,NA,0,0,0,NA,NA,364197,1,"2026-01-19 09:07:50 EST"
"New Orleans","Louisiana","motor_vehicle_theft","Jan - Nov 2025",0,0,NA,0,0,0,NA,NA,364197,1,"2026-01-19 09:07:50 EST"
"New Orleans","Louisiana","murder","Jan - Nov 2025",193,124,-35.7512953367876,188,117,108,-42.5531914893617,-7.69230769230769,364197,1,"2026-01-19 09:07:50 EST"
"New Orleans","Louisiana","property_crime","Jan - Nov 2025",0,0,NA,0,0,0,NA,NA,364197,1,"2026-01-19 09:07:50 EST"
"New Orleans","Louisiana","rape","Jan - Nov 2025",0,0,NA,0,0,0,NA,NA,364197,1,"2026-01-19 09:07:50 EST"
"New Orleans","Louisiana","robbery","Jan - Nov 2025",0,0,NA,0,0,0,NA,NA,364197,1,"2026-01-19 09:07:50 EST"
"New Orleans","Louisiana","theft","Jan - Nov 2025",0,0,NA,0,0,0,NA,NA,364197,1,"2026-01-19 09:07:50 EST"
"New Orleans","Louisiana","violent_crime","Jan - Nov 2025",193,124,-35.7512953367876,188,117,108,-42.5531914893617,-7.69230769230769,364197,1,"2026-01-19 09:07:50 EST"
"New Rochelle","New York","aggravated_assault","Jan - Nov 2025",81,76,-6.17283950617284,78,67,75,-3.84615384615385,11.9402985074627,83357,1,"2026-01-19 09:07:50 EST"
"New Rochelle","New York","burglary","Jan - Nov 2025",92,22,-76.0869565217391,85,21,53,-37.6470588235294,152.380952380952,83357,1,"2026-01-19 09:07:50 EST"
"New Rochelle","New York","motor_vehicle_theft","Jan - Nov 2025",80,48,-40,75,43,48,-36,11.6279069767442,83357,1,"2026-01-19 09:07:50 EST"
"New Rochelle","New York","murder","Jan - Nov 2025",0,0,NA,0,0,2,Inf,Inf,83357,1,"2026-01-19 09:07:50 EST"
"New Rochelle","New York","property_crime","Jan - Nov 2025",1138,943,-17.1353251318102,1036,849,980,-5.4054054054054,15.4299175500589,83357,1,"2026-01-19 09:07:50 EST"
"New Rochelle","New York","rape","Jan - Nov 2025",5,2,-60,5,2,1,-80,-50,83357,1,"2026-01-19 09:07:50 EST"
"New Rochelle","New York","robbery","Jan - Nov 2025",52,36,-30.7692307692308,47,34,48,2.12765957446809,41.1764705882353,83357,1,"2026-01-19 09:07:50 EST"
"New Rochelle","New York","theft","Jan - Nov 2025",966,873,-9.62732919254658,876,785,879,0.342465753424658,11.9745222929936,83357,1,"2026-01-19 09:07:50 EST"
"New Rochelle","New York","violent_crime","Jan - Nov 2025",138,114,-17.3913043478261,130,103,126,-3.07692307692308,22.3300970873786,83357,1,"2026-01-19 09:07:50 EST"
"New York City","New York","aggravated_assault","Jan - Nov 2025",27845,29417,5.64553779852756,25703,27187,27313,6.26386024977629,0.463456799205503,8184044,1,"2026-01-19 09:07:50 EST"
"New York City","New York","burglary","Jan - Nov 2025",13757,13029,-5.29185142109472,12677,11953,11607,-8.4404827640609,-2.89467079394294,8184044,1,"2026-01-19 09:07:50 EST"
"New York City","New York","motor_vehicle_theft","Jan - Nov 2025",15797,14194,-10.1474963600684,14541,13282,12529,-13.8367375008596,-5.6693269085981,8184044,1,"2026-01-19 09:07:50 EST"
"New York City","New York","murder","Jan - Nov 2025",386,377,-2.33160621761658,362,353,278,-23.2044198895028,-21.2464589235127,8184044,1,"2026-01-19 09:07:50 EST"
"New York City","New York","property_crime","Jan - Nov 2025",80068,75646,-5.52280561522706,73444,70110,68068,-7.31986275257339,-2.91256596776494,8184044,1,"2026-01-19 09:07:50 EST"
"New York City","New York","rape","Jan - Nov 2025",1452,1748,20.3856749311295,1325,1606,1868,40.9811320754717,16.3138231631382,8184044,1,"2026-01-19 09:07:50 EST"
"New York City","New York","robbery","Jan - Nov 2025",16905,16556,-2.06447796509908,15338,15400,13966,-8.94510366410223,-9.31168831168831,8184044,1,"2026-01-19 09:07:50 EST"
"New York City","New York","theft","Jan - Nov 2025",50514,48423,-4.13944649008196,46226,44875,43932,-4.96257517414442,-2.10139275766017,8184044,1,"2026-01-19 09:07:50 EST"
"New York City","New York","violent_crime","Jan - Nov 2025",46588,48098,3.2411779857474,42728,44546,43425,1.63124882980715,-2.51649979796166,8184044,1,"2026-01-19 09:07:50 EST"
"Newark","New Jersey","aggravated_assault","Jan - Nov 2025",922,1193,29.3926247288503,843,1121,1017,20.6405693950178,-9.27743086529884,303827,1,"2026-01-19 09:07:50 EST"
"Newark","New Jersey","burglary","Jan - Nov 2025",432,472,9.25925925925926,389,432,506,30.0771208226221,17.1296296296296,303827,1,"2026-01-19 09:07:50 EST"
"Newark","New Jersey","motor_vehicle_theft","Jan - Nov 2025",3741,2706,-27.6663993584603,3431,2436,1835,-46.5170504226173,-24.6715927750411,303827,1,"2026-01-19 09:07:50 EST"
"Newark","New Jersey","murder","Jan - Nov 2025",54,39,-27.7777777777778,49,36,25,-48.9795918367347,-30.5555555555556,303827,1,"2026-01-19 09:07:50 EST"
"Newark","New Jersey","property_crime","Jan - Nov 2025",0,0,NA,0,0,0,NA,NA,303827,1,"2026-01-19 09:07:50 EST"
"Newark","New Jersey","rape","Jan - Nov 2025",107,126,17.7570093457944,97,119,126,29.8969072164948,5.88235294117647,303827,1,"2026-01-19 09:07:50 EST"
"Newark","New Jersey","robbery","Jan - Nov 2025",406,442,8.86699507389163,369,417,235,-36.3143631436314,-43.6450839328537,303827,1,"2026-01-19 09:07:50 EST"
"Newark","New Jersey","theft","Jan - Nov 2025",2590,2885,11.3899613899614,2387,2593,2427,1.67574361122748,-6.40185113767836,303827,1,"2026-01-19 09:07:50 EST"
"Newark","New Jersey","violent_crime","Jan - Nov 2025",0,0,NA,0,0,0,NA,NA,303827,1,"2026-01-19 09:07:50 EST"
"Newark","Ohio","aggravated_assault","Jan - Nov 2025",117,119,1.70940170940171,109,116,117,7.3394495412844,0.862068965517241,51147,1,"2026-01-19 09:07:50 EST"
"Newark","Ohio","burglary","Jan - Nov 2025",194,114,-41.2371134020619,181,105,78,-56.9060773480663,-25.7142857142857,51147,1,"2026-01-19 09:07:50 EST"
"Newark","Ohio","motor_vehicle_theft","Jan - Nov 2025",144,100,-30.5555555555556,132,98,59,-55.3030303030303,-39.7959183673469,51147,1,"2026-01-19 09:07:50 EST"
"Newark","Ohio","murder","Jan - Nov 2025",1,2,100,1,2,0,-100,-100,51147,1,"2026-01-19 09:07:50 EST"
"Newark","Ohio","property_crime","Jan - Nov 2025",1362,872,-35.9765051395007,1248,819,666,-46.6346153846154,-18.6813186813187,51147,1,"2026-01-19 09:07:50 EST"
"Newark","Ohio","rape","Jan - Nov 2025",27,16,-40.7407407407407,26,15,24,-7.69230769230769,60,51147,1,"2026-01-19 09:07:50 EST"
"Newark","Ohio","robbery","Jan - Nov 2025",20,17,-15,18,17,11,-38.8888888888889,-35.2941176470588,51147,1,"2026-01-19 09:07:50 EST"
"Newark","Ohio","theft","Jan - Nov 2025",1024,658,-35.7421875,935,616,529,-43.4224598930481,-14.1233766233766,51147,1,"2026-01-19 09:07:50 EST"
"Newark","Ohio","violent_crime","Jan - Nov 2025",165,154,-6.66666666666667,154,150,152,-1.2987012987013,1.33333333333333,51147,1,"2026-01-19 09:07:50 EST"
"Newport Beach","California","aggravated_assault","Jan - Nov 2025",105,140,33.3333333333333,99,130,134,35.3535353535354,3.07692307692308,83392,1,"2026-01-19 09:07:50 EST"
"Newport Beach","California","burglary","Jan - Nov 2025",312,257,-17.6282051282051,287,232,201,-29.9651567944251,-13.3620689655172,83392,1,"2026-01-19 09:07:50 EST"
"Newport Beach","California","motor_vehicle_theft","Jan - Nov 2025",136,122,-10.2941176470588,125,113,100,-20,-11.5044247787611,83392,1,"2026-01-19 09:07:50 EST"
"Newport Beach","California","murder","Jan - Nov 2025",1,2,100,1,2,0,-100,-100,83392,1,"2026-01-19 09:07:50 EST"
"Newport Beach","California","property_crime","Jan - Nov 2025",1689,1535,-9.11782119597395,1548,1407,1160,-25.0645994832041,-17.5550817341862,83392,1,"2026-01-19 09:07:50 EST"
"Newport Beach","California","rape","Jan - Nov 2025",25,27,8,21,26,24,14.2857142857143,-7.69230769230769,83392,1,"2026-01-19 09:07:50 EST"
"Newport Beach","California","robbery","Jan - Nov 2025",40,38,-5,36,36,28,-22.2222222222222,-22.2222222222222,83392,1,"2026-01-19 09:07:50 EST"
"Newport Beach","California","theft","Jan - Nov 2025",1241,1156,-6.84931506849315,1136,1062,859,-24.3838028169014,-19.1148775894539,83392,1,"2026-01-19 09:07:50 EST"
"Newport Beach","California","violent_crime","Jan - Nov 2025",171,207,21.0526315789474,157,194,186,18.4713375796178,-4.12371134020619,83392,1,"2026-01-19 09:07:50 EST"
"Newport News","Virginia","aggravated_assault","Jan - Oct 2025",1292,1126,-12.8482972136223,1074,945,1049,-2.32774674115456,11.005291005291,183600,1,"2026-01-19 09:07:50 EST"
"Newport News","Virginia","burglary","Jan - Oct 2025",460,441,-4.1304347826087,366,344,300,-18.0327868852459,-12.7906976744186,183600,1,"2026-01-19 09:07:50 EST"
"Newport News","Virginia","motor_vehicle_theft","Jan - Oct 2025",577,529,-8.31889081455806,495,451,357,-27.8787878787879,-20.8425720620843,183600,1,"2026-01-19 09:07:50 EST"
"Newport News","Virginia","murder","Jan - Oct 2025",47,22,-53.1914893617021,41,17,11,-73.1707317073171,-35.2941176470588,183600,1,"2026-01-19 09:07:50 EST"
"Newport News","Virginia","property_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,183600,1,"2026-01-19 09:07:50 EST"
"Newport News","Virginia","rape","Jan - Oct 2025",43,53,23.2558139534884,36,43,44,22.2222222222222,2.32558139534884,183600,1,"2026-01-19 09:07:50 EST"
"Newport News","Virginia","robbery","Jan - Oct 2025",214,156,-27.1028037383178,180,129,138,-23.3333333333333,6.97674418604651,183600,1,"2026-01-19 09:07:50 EST"
"Newport News","Virginia","theft","Jan - Oct 2025",3737,3596,-3.77308001070377,3145,3026,2826,-10.1430842607313,-6.60938532716457,183600,1,"2026-01-19 09:07:50 EST"
"Newport News","Virginia","violent_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,183600,1,"2026-01-19 09:07:50 EST"
"Newton","Massachusetts","aggravated_assault","Jan - Jun 2025",37,34,-8.10810810810811,20,19,27,35,42.1052631578947,86996,1,"2026-01-19 09:07:50 EST"
"Newton","Massachusetts","burglary","Jan - Jun 2025",44,57,29.5454545454545,21,21,24,14.2857142857143,14.2857142857143,86996,1,"2026-01-19 09:07:50 EST"
"Newton","Massachusetts","motor_vehicle_theft","Jan - Jun 2025",26,31,19.2307692307692,12,13,8,-33.3333333333333,-38.4615384615385,86996,1,"2026-01-19 09:07:50 EST"
"Newton","Massachusetts","murder","Jan - Jun 2025",2,0,-100,1,0,0,-100,NA,86996,1,"2026-01-19 09:07:50 EST"
"Newton","Massachusetts","property_crime","Jan - Jun 2025",0,0,NA,0,0,0,NA,NA,86996,1,"2026-01-19 09:07:50 EST"
"Newton","Massachusetts","rape","Jan - Jun 2025",5,9,80,4,6,6,50,0,86996,1,"2026-01-19 09:07:50 EST"
