"agency_name","state_name","is_county","address","lat","long","population","source_type","source_method","state_ucr_link","national_sample"
"Salt Lake City","Utah",FALSE,"Salt Lake City, Utah",40.7596198,-111.886797,222304,"Agency Aggregated","Open Source","https://slcpd.com/open-data/crimestatistics/",TRUE
"San Angelo","Texas",FALSE,"San Angelo, Texas",31.4649685,-100.4405094,100184,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"San Antonio","Texas",FALSE,"San Antonio, Texas",29.4246002,-98.4951405,1549295,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"San Bernardino","California",FALSE,"San Bernardino, California",34.8253019,-116.0833144,225448,"Agency Aggregated","Open Source","https://www.sbcity.org/city_hall/police_department/crime_statistics/about_ucr_statistics/crime_statistics",FALSE
"San Diego","California",FALSE,"San Diego, California",32.7174202,-117.162772,1409432,"Agency Aggregated","Open Source","https://crimestats.arjis.org/default.aspx",TRUE
"San Diego County","California",TRUE,"San Diego County, California",32.9637838,-116.7706277,498387,"Agency Aggregated","Open Source","https://crimestats.arjis.org/default.aspx",TRUE
"San Francisco","California",FALSE,"San Francisco, California",37.7879363,-122.4075201,815330,"Agency Aggregated","Open Source","https://www.sanfranciscopolice.org/stay-safe/crime-data/crime-dashboard",TRUE
"San Jose","California",FALSE,"San Jose, California",37.3361663,-121.890591,994435,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"San Marcos","Texas",FALSE,"San Marcos, Texas",29.8826436,-97.9405828,75924,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"San Mateo","California",FALSE,"San Mateo, California",37.496904,-122.3330573,102362,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"San Mateo County","California",TRUE,"San Mateo County, California",37.496904,-122.3330573,127999,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"San Rafael","California",FALSE,"San Rafael, California",37.9747795,-122.5316686,59670,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Sandy","Utah",FALSE,"Sandy, Utah",40.5710454,-111.8953815,91841,"Crime Data Explorer","Open Source","https://bci.utah.gov/crime-in-utah-dashboards/",FALSE
"Santa Clara","California",FALSE,"Santa Clara, California",37.2333253,-121.6846349,134290,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Santa Cruz","California",FALSE,"Santa Cruz, California",37.050096,-121.99059,62473,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Santa Cruz County","California",TRUE,"Santa Cruz County, California",37.050096,-121.99059,125144,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Santa Fe","New Mexico",FALSE,"Santa Fe, New Mexico",35.6876096,-105.938456,91268,"Agency Aggregated","Open Source","https://santafenm.gov/police/police-criminal-investigations/police-crime-analyst",TRUE
"Santa Maria","California",FALSE,"Santa Maria, California",34.9531295,-120.435857,111741,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Santa Monica","California",FALSE,"Santa Monica, California",34.0194704,-118.491227,90193,"Agency Aggregated","Provided by Agency","From Santa Monica PD",TRUE
"Santa Rosa","California",FALSE,"Santa Rosa, California",38.4404925,-122.7141049,177414,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Sarasota County","Florida",TRUE,"Sarasota County, Florida",27.1813609,-82.3609195,287365,"Agency Aggregated","Open Source","https://www.sarasotasheriff.org/news/crime_crash_statistics/uniform_crime_reporting_statistics.php#revize_document_center_rz1986",TRUE
"Saratoga Springs","Utah",FALSE,"Saratoga Springs, Utah",40.3862792,-111.9130188,63550,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Saratoga County","New York",TRUE,"Saratoga County, New York",43.0833231,-73.8712155,185003,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Sarpy County","Nebraska",TRUE,"Sarpy County, Nebraska",41.0923005,-96.1007561,102219,"State UCR","Agency Aggregated","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082",TRUE
"Schaumburg","Illinois",FALSE,"Schaumburg, Illinois",42.0333608,-88.083406,76773,"State UCR","Open Source","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",TRUE
"Schenectady","New York",FALSE,"Schenectady, New York",42.8142432,-73.9395687,69786,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Scottsdale","Arizona",FALSE,"Scottsdale, Arizona",33.4942189,-111.926018,247258,"State UCR","Open Source","https://azcrimestatistics.azdps.gov/",TRUE
"Scranton","Pennsylvania",FALSE,"Scranton, Pennsylvania",41.4086874,-75.6621294,75837,"State UCR","Open Source","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",TRUE
"Seattle","Washington",FALSE,"Seattle, Washington",47.6038321,-122.330062,791503,"Agency Aggregated","Open Source","https://data.seattle.gov/resource/tazs-3rd5.json",TRUE
"Shawnee","Kansas",FALSE,"Shawnee, Kansas",39.0273676,-95.7627535,70311,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Shelby Township","Michigan",FALSE,"Shelby Township, Michigan",43.5974492,-86.3379509,80698,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Shelby County","Tennessee",TRUE,"Shelby County, Tennessee",35.1782557,-89.8739775,140049,"State UCR","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Shreveport","Louisiana",FALSE,"Shreveport, Louisiana",32.5135356,-93.7477839,171284,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Simi Valley","California",FALSE,"Simi Valley, California",34.2677404,-118.7538071,125637,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Sioux City","Iowa",FALSE,"Sioux City, Iowa",42.4966815,-96.4058782,87123,"Crime Data Explorer","Provided by Agency","From IA",TRUE
"Sioux Falls","South Dakota",FALSE,"Sioux Falls, South Dakota",43.5476008,-96.7293629,171808,"State UCR","Open Source","https://sdcrime.nibrs.com/AdvancedSearch/AdvancedSearch",FALSE
"Skokie","Illinois",FALSE,"Skokie, Illinois",42.0262972,-87.7521069,65401,"State UCR","Open Source","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",TRUE
"Smith County","Texas",TRUE,"Smith County, Texas",32.3402898,-95.2563971,112051,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Smyrna","Tennessee",FALSE,"Smyrna, Tennessee",35.9824598,-86.5199492,62133,"Crime Data Explorer","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Somerville","Massachusetts",FALSE,"Somerville, Massachusetts",42.3875968,-71.0994968,82255,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",FALSE
"Sonoma County","California",TRUE,"Sonoma County, California",38.5110803,-122.8473388,131223,"Agency RMS","Open Source","https://data.sonomacounty.ca.gov/Public-Safety/Sonoma-County-Sheriff-s-Office-Incident-Data/3rsj-iche/explore/query/SELECT%0A%20%20%60id%60%2C%0A%20%20%60agency_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60incident_number%60%2C%0A%20%20%60date_time%60%2C%0A%20%20%60incident_type%60%2C%0A%20%20%60location_type%60%2C%0A%20%20%60city%60%2C%0A%20%20%60intersection%60%2C%0A%20%20%60location%60%2C%0A%20%20%60upload%60/page/filter",TRUE
"South Bend","Indiana",FALSE,"South Bend, Indiana",41.6833813,-86.2500066,103804,"Agency Aggregated","Open Source","https://southbendin.gov/transparency-and-performance/police-transparency-hub/particrimes/",TRUE
"South Jordan","Utah",FALSE,"South Jordan, Utah",40.5584882,-111.9367107,88346,"Crime Data Explorer","Open Source","https://bci.utah.gov/crime-in-utah-dashboards/",TRUE
"South San Francisco","California",FALSE,"South San Francisco, California",37.6535403,-122.4168664,64363,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"Southaven","Mississippi",FALSE,"Southaven, Mississippi",34.9873822,-90.0034862,58174,"State UCR","Open Source","https://mscrimestats.dps.ms.gov/public/View/dispview.aspx",TRUE
"Southfield","Michigan",FALSE,"Southfield, Michigan",42.4733689,-83.2218731,76992,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Sparks","Nevada",FALSE,"Sparks, Nevada",39.5404679,-119.7487235,112191,"State UCR","Open Source","https://nevadacrimestats.nv.gov/public/View/dispview.aspx",FALSE
"Spokane Valley","Washington",FALSE,"Spokane Valley, Washington",47.6571104,-117.2613936,109455,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Spokane","Washington",FALSE,"Spokane, Washington",47.6571934,-117.42351,230962,"Agency RMS","Provided by Agency","https://my.spokanecity.org/police/",TRUE
"Spotsylvania County","Virginia",TRUE,"Spotsylvania County, Virginia",38.1880936,-77.6741751,155427,"State UCR","Provided by State UCR Program","From VA",FALSE
"Spring Hill","Tennessee",FALSE,"Spring Hill, Tennessee",35.751179,-86.9300023,40468,"Crime Data Explorer","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Springfield","Illinois",FALSE,"Springfield, Illinois",39.7990175,-89.6439575,112595,"State UCR","Open Source","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",TRUE
"Springfield","Massachusetts",FALSE,"Springfield, Massachusetts",42.1018764,-72.5886727,154390,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",FALSE
"Springfield","Missouri",FALSE,"Springfield, Missouri",37.2081729,-93.2922715,170956,"State UCR","Open Source","https://showmecrime.mo.gov/",TRUE
"Springfield","Ohio",FALSE,"Springfield, Ohio",39.9234046,-83.810138,58026,"State UCR","Provided by State UCR Program","https://ocjs.ohio.gov/",FALSE
"Springfield","Oregon",FALSE,"Springfield, Oregon",44.0462362,-123.0220289,61013,"State UCR","Open Source","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",FALSE
"St Charles","Missouri",FALSE,"St Charles, Missouri",38.7877791,-90.6747372,72881,"State UCR","Open Source","https://showmecrime.mo.gov/",TRUE
"St Charles County","Missouri",TRUE,"St Charles County, Missouri",38.7877791,-90.6747372,120397,"State UCR","Open Source","https://showmecrime.mo.gov/",FALSE
"St Joseph County","Indiana",TRUE,"St Joseph County, Indiana",41.5941578,-86.2787334,110648,"Crime Data Explorer","Open Source","https://cde.state.mn.us/",TRUE
"St Joseph","Missouri",FALSE,"St Joseph, Missouri",39.7686055,-94.8466322,70838,"State UCR","Open Source","https://showmecrime.mo.gov/",TRUE
"St Louis","Missouri",FALSE,"St Louis, Missouri",38.6254063,-90.190009,274819,"State UCR","Open Source","https://showmecrime.mo.gov/",TRUE
"St Louis County","Missouri",TRUE,"St Louis County, Missouri",38.6398744,-90.5188128,400341,"State UCR","Open Source","https://showmecrime.mo.gov/",TRUE
"St Peters","Missouri",FALSE,"St Peters, Missouri",38.791612,-90.5958468,62360,"State UCR","Open Source","https://showmecrime.mo.gov/",TRUE
"St. Clair Shores","Michigan",FALSE,"St. Clair Shores, Michigan",42.4969652,-82.8890965,57908,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"St. Cloud","Minnesota",FALSE,"St. Cloud, Minnesota",45.5616075,-94.1642004,57723,"State UCR","Open Source","https://cde.state.mn.us/",TRUE
"St. George","Utah",FALSE,"St. George, Utah",37.1098772,-113.5832063,109020,"State UCR","Open Source","https://bci.utah.gov/crime-in-utah-dashboards/",TRUE
"St. Mary's County","Maryland",TRUE,"St. Mary's County, Maryland",38.206621,-76.5389973,116720,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"St. Paul","Minnesota",FALSE,"St. Paul, Minnesota",44.9497487,-93.0931028,307657,"State UCR","Open Source","https://cde.state.mn.us/",TRUE
"Stafford County","Virginia",TRUE,"Stafford County, Virginia",38.4167265,-77.4579783,172285,"State UCR","Provided by State UCR Program","From VA",TRUE
"Stamford","Connecticut",FALSE,"Stamford, Connecticut",41.0534302,-73.5387341,140066,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",FALSE
"Stark County","Ohio",TRUE,"Stark County, Ohio",40.7214654,-81.4399734,112595,"State UCR","Provided by State UCR Program","From OH",TRUE
"State College","Pennsylvania",FALSE,"State College, Pennsylvania",40.7944504,-77.8616386,57940,"State UCR","Open Source","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",FALSE
"Sterling Heights","Michigan",FALSE,"Sterling Heights, Michigan",42.5803122,-83.0302033,134402,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Stockton","California",FALSE,"Stockton, California",37.9577016,-121.290779,325985,"Agency Aggregated","Open Source","https://www.stocktonca.gov/services/police_department/police_news___information/statistical_reports.php#outer-629",FALSE
"Stratford","Connecticut",FALSE,"Stratford, Connecticut",41.1923646,-73.1304917,53961,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",FALSE
"Suffolk","Virginia",FALSE,"Suffolk, Virginia",36.7281341,-76.5834683,105574,"Crime Data Explorer","Provided by State UCR Program","https://vsp.virginia.gov/",FALSE
"Sugar Land","Texas",FALSE,"Sugar Land, Texas",29.6196787,-95.6349463,109606,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Sunnyvale","California",FALSE,"Sunnyvale, California",37.3688301,-122.036349,157191,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"Surprise","Arizona",FALSE,"Surprise, Arizona",33.629247,-112.3681428,173922,"State UCR","Open Source","https://azcrimestatistics.azdps.gov/",FALSE
"Tacoma","Washington",FALSE,"Tacoma, Washington",47.2455013,-122.438329,230369,"Agency Aggregated","Open Source","https://public.tableau.com/app/profile/city.of.tacoma/viz/TacomaPoliceCrimeDashboard/CrimeDashboard-IntroPage",TRUE
"Taunton","Massachusetts",FALSE,"Taunton, Massachusetts",41.9019257,-71.0931485,62418,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",TRUE
"Taylor","Michigan",FALSE,"Taylor, Michigan",42.240872,-83.2696509,61146,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Tempe","Arizona",FALSE,"Tempe, Arizona",33.4255117,-111.940016,191348,"State UCR","Open Source","https://azcrimestatistics.azdps.gov/",TRUE
"Temple","Texas",FALSE,"Temple, Texas",31.0983747,-97.3429563,99965,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",FALSE
"Terre Haute","Indiana",FALSE,"Terre Haute, Indiana",39.4667025,-87.4139119,58565,"Crime Data Explorer","Open Source","https://cde.state.mn.us/",FALSE
"Texas City","Texas",FALSE,"Texas City, Texas",29.396013,-94.9175485,59365,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Thornton","Colorado",FALSE,"Thornton, Colorado",39.8695516,-104.985181,147837,"State UCR","Open Source","https://coloradocrimestats.state.co.us/public/View/dispview.aspx",TRUE
"Thousand Oaks","California",FALSE,"Thousand Oaks, California",34.1705609,-118.8375937,123592,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Thurston County","Washington",TRUE,"Thurston County, Washington",46.9319983,-122.8855155,146249,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Tigard","Oregon",FALSE,"Tigard, Oregon",45.4307473,-122.771933,57885,"State UCR","Open Source","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",TRUE
"Tinley Park","Illinois",FALSE,"Tinley Park, Illinois",41.5733669,-87.7844944,46948,"State UCR","Open Source","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",FALSE
"Toledo","Ohio",FALSE,"Toledo, Ohio",41.6529143,-83.5378173,264490,"State UCR","Provided by State UCR Program","https://ocjs.ohio.gov/",FALSE
"Torrance","California",FALSE,"Torrance, California",33.8371392,-118.3413606,137914,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Tracy","California",FALSE,"Tracy, California",37.7385507,-121.420139,101835,"Agency Aggregated","Open Source","https://tracypd.com/crime-mapping",FALSE
"Travis County","Texas",TRUE,"Travis County, Texas",30.2878569,-97.7561392,288003,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Troy","Michigan",FALSE,"Troy, Michigan",42.6055893,-83.1499304,89741,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Tucson","Arizona",FALSE,"Tucson, Arizona",32.2228765,-110.974847,556898,"Agency Aggregated","Open Source","https://app.powerbigov.us/view?r=eyJrIjoiY2ViZmNiYzAtMDQ5ZC00OTMwLTliMTgtYjM1ZjAwYjJlMTkzIiwidCI6ImQyMWU1OWVjLWMyMDgtNDNlYi1hYWYxLWNmMDZkOWExOTZlMCJ9&pageName=ReportSectionccd6be2a1a0db780dadd",TRUE
"Tulare","California",FALSE,"Tulare, California",36.2516475,-118.852583,73442,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Tulare County","California",TRUE,"Tulare County, California",36.2516475,-118.852583,133411,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Tulsa","Oklahoma",FALSE,"Tulsa, Oklahoma",36.1563122,-95.9927516,409652,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"Tustin","California",FALSE,"Tustin, California",33.7458511,-117.826166,78611,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Twin Falls","Idaho",FALSE,"Twin Falls, Idaho",42.5558542,-114.4700684,56494,"State UCR","Open Source","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch",TRUE
"Tyler","Texas",FALSE,"Tyler, Texas",32.3512601,-95.3010624,113759,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Union County","North Carolina",TRUE,"Union County, North Carolina",34.9795158,-80.5128209,179357,"State UCR","Provided by State UCR Program","From NC",FALSE
"Upper Darby","Pennsylvania",FALSE,"Upper Darby, Pennsylvania",39.9283632,-75.2737099,86160,"State UCR","Open Source","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",TRUE
"Utica","New York",FALSE,"Utica, New York",43.1009031,-75.2326641,63288,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Vacaville","California",FALSE,"Vacaville, California",38.3565773,-121.9877444,104462,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Vallejo","California",FALSE,"Vallejo, California",38.1040864,-122.2566367,122870,"Agency Aggregated","Open Source","https://www.vallejopd.net/public_information/crime_data/operations_bureau_reports/operations_bureau_2024_reports",TRUE
"Ventura","California",FALSE,"Ventura, California",34.4458248,-119.0779359,109633,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Victoria","Texas",FALSE,"Victoria, Texas",28.8026443,-96.9766308,66142,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Virginia Beach","Virginia",FALSE,"Virginia Beach, Virginia",36.8496579,-75.9760751,454805,"Crime Data Explorer","Provided by State UCR Program","https://vsp.virginia.gov/",TRUE
"Visalia","California",FALSE,"Visalia, California",36.3302284,-119.292058,147414,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Waco","Texas",FALSE,"Waco, Texas",31.5491899,-97.1474628,148165,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Wake Forest","North Carolina",FALSE,"Wake Forest, North Carolina",35.9803138,-78.5103731,55671,"State UCR","Provided by State UCR Program","From NC",TRUE
"Wake County","North Carolina",TRUE,"Wake County, North Carolina",35.7979355,-78.6118311,193737,"State UCR","Provided by State UCR Program","From NC",TRUE
"Walnut Creek","California",FALSE,"Walnut Creek, California",37.9020731,-122.0618702,70970,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Waltham","Massachusetts",FALSE,"Waltham, Massachusetts",42.3762385,-71.2355644,66089,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",TRUE
"Warner Robins","Georgia",FALSE,"Warner Robins, Georgia",32.6200973,-83.606568,87034,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"Warren","Michigan",FALSE,"Warren, Michigan",42.4932575,-83.0062746,137310,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Warren County","Ohio",TRUE,"Warren County, Ohio",39.4203978,-84.180897,104684,"State UCR","Provided by State UCR Program","From OH",FALSE
"Warwick","Rhode Island",FALSE,"Warwick, Rhode Island",41.6992717,-71.4586114,83590,"State UCR","Open Source","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch",TRUE
"Washington","District of Columbia",FALSE,"Washington, District of Columbia",38.8950982,-77.0363849,693645,"Agency RMS","Open Source","https://crimecards.dc.gov/",TRUE
"Washington County","Maryland",TRUE,"Washington County, Maryland",39.5893502,-77.710254,104674,"Agency Aggregated","Open Source","https://washcosheriff.com/crime/crime-statistics/",TRUE
"Washington County","Oregon",TRUE,"Washington County, Oregon",45.5601883,-123.0587907,244106,"State UCR","Open Source","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",TRUE
"Washoe County","Nevada",TRUE,"Washoe County, Nevada",40.5849048,-119.6131606,110297,"State UCR","Open Source","https://nevadacrimestats.nv.gov/public/View/dispview.aspx",FALSE
"Washtenaw County","Michigan",TRUE,"Washtenaw County, Michigan",42.2582044,-83.8440853,162060,"State UCR","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Waterbury","Connecticut",FALSE,"Waterbury, Connecticut",41.5539066,-73.0438067,116419,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",FALSE
"Waterford Township","Michigan",FALSE,"Waterford Township, Michigan",42.6706391,-83.3896241,70573,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Waterloo","Iowa",FALSE,"Waterloo, Iowa",42.498275,-92.3328743,67531,"Crime Data Explorer","Provided by Agency","From IA",TRUE
"Waukesha","Wisconsin",FALSE,"Waukesha, Wisconsin",43.0622536,-88.3123889,71542,"State UCR","Provided by State UCR Program","From WI",TRUE
"Wayne Township","New Jersey",FALSE,"Wayne Township, New Jersey",40.9018775,-74.2633633,53903,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"West Allis","Wisconsin",FALSE,"West Allis, Wisconsin",43.0166806,-88.0070315,59618,"State UCR","Provided by State UCR Program","From WI",TRUE
"West Bloomfield Township","Michigan",FALSE,"West Bloomfield Township, Michigan",42.5684073,-83.3740333,66804,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"West Chester Township","Ohio",FALSE,"West Chester Township, Ohio",39.3359319,-84.4155616,64911,"State UCR","Provided by State UCR Program","https://ocjs.ohio.gov/",TRUE
"West Covina","California",FALSE,"West Covina, California",34.0686208,-117.9389526,106374,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"West Des Moines","Iowa",FALSE,"West Des Moines, Iowa",41.5644476,-93.7594059,49496,"Crime Data Explorer","Provided by Agency","From IA",TRUE
"West Hartford","Connecticut",FALSE,"West Hartford, Connecticut",41.7620447,-72.7420399,64453,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",TRUE
"West Haven","Connecticut",FALSE,"West Haven, Connecticut",41.2706527,-72.9470471,55336,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",FALSE
"West Jordan","Utah",FALSE,"West Jordan, Utah",40.6061337,-111.9395211,116603,"Crime Data Explorer","Open Source","https://bci.utah.gov/crime-in-utah-dashboards/",FALSE
"West New York","New Jersey",FALSE,"West New York, New Jersey",40.7856117,-74.0093129,53036,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"West Valley","Utah",FALSE,"West Valley, Utah",36.5403117,-114.4443529,137688,"Crime Data Explorer","Open Source","https://bci.utah.gov/crime-in-utah-dashboards/",TRUE
"Westfield","Indiana",FALSE,"Westfield, Indiana",40.0428151,-86.1274888,67775,"Crime Data Explorer","Open Source","https://cde.state.mn.us/",TRUE
"Westland","Michigan",FALSE,"Westland, Michigan",42.3238056,-83.4005321,82161,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Westminster","California",FALSE,"Westminster, California",33.7578725,-117.9859054,89231,"Agency Aggregated","Open Source","https://www.westminster-ca.gov/departments/police/services/investigations-bureau/crime-analysis/crime-statistics",FALSE
"Westminster","Colorado",FALSE,"Westminster, Colorado",39.8366528,-105.0372046,69026,"State UCR","Open Source","https://coloradocrimestats.state.co.us/public/View/dispview.aspx",TRUE
"Weymouth","Massachusetts",FALSE,"Weymouth, Massachusetts",42.2212188,-70.9391625,60691,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",TRUE
"Wichita Falls","Texas",FALSE,"Wichita Falls, Texas",33.9004572,-98.5020777,102344,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
